Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
CE7097[m]	-257.28	25.10	1141.76	1062.87	1179.08	1.00e-05	1.00e-02
C04805[c]	-131.82	24.71	1216.44	1138.31	1253.01	1.00e-05	1.00e-02
C04805[r]	-131.82	24.71	1216.44	1138.31	1253.01	1.00e-05	1.00e-02
CE7096[c]	-289.76	23.87	1058.50	982.03	1093.41	1.00e-05	1.00e-02
CE2084[c]	-99.34	25.92	1161.94	1081.45	1200.86	1.00e-05	1.00e-02
C04805[m]	-131.82	24.71	1363.70	1285.57	1400.27	1.00e-05	1.00e-02
CE2084[m]	-99.34	25.92	1299.70	1219.21	1338.62	1.00e-05	1.00e-02
CE6508[c]	0.00	100000.00	1261.28	-194768.41	197249.40	1.00e-05	1.00e-02
CE7079[c]	-24.29	30.53	1150.00	1060.48	1197.97	1.00e-05	1.00e-02
CE7091[c]	0.00	100000.00	1261.27	-194768.42	197249.39	1.00e-05	1.00e-02
CE7091[r]	0.00	100000.00	1261.27	-194768.42	197249.39	1.00e-05	1.00e-02
CE7082[c]	-65.31	27.10	1195.96	1113.15	1237.20	1.00e-05	1.00e-02
CE7083[c]	-223.25	26.41	1038.02	956.58	1077.90	1.00e-05	1.00e-02
CE7085[c]	-65.31	27.10	1195.96	1113.15	1237.20	1.00e-05	1.00e-02
CE7088[c]	-1012.76	125356.64	248.51	-245480.19	245935.65	1.00e-05	1.00e-02
CE7081[r]	-65.31	27.10	1195.96	1113.15	1237.20	1.00e-05	1.00e-02
CE7090[c]	-65.31	27.10	1195.96	1113.15	1237.20	1.00e-05	1.00e-02
CE0347[c]	-131.82	24.71	1216.43	1138.31	1253.00	1.00e-05	1.00e-02
CE0347[r]	-131.82	24.71	1216.43	1138.31	1253.00	1.00e-05	1.00e-02
CE6247[c]	-440.49	23.10	907.77	832.80	941.17	1.00e-05	1.00e-02
12HPET[e]	0.00	100000.00	1385.07	-194644.62	197373.20	1.00e-05	1.00e-02
C04849[e]	-315.23	25.19	1069.84	990.78	1107.35	1.00e-05	1.00e-02
leuktrB4wcooh[x]	-620.16	22.89	564.36	489.80	597.36	1.00e-05	1.00e-02
CE6230[c]	0.00	100000.00	1435.24	-194594.45	197423.36	1.00e-05	1.00e-02
CE2537[c]	-198.32	22.88	1236.92	1162.39	1269.88	1.00e-05	1.00e-02
CE6232[c]	0.00	100000.00	1435.25	-194594.44	197423.37	1.00e-05	1.00e-02
CE6234[c]	-1145.77	125356.64	289.48	-245439.22	245976.61	1.00e-05	1.00e-02
CE5947[m]	-686.66	20.89	760.62	689.99	789.68	1.00e-05	1.00e-02
CE5947[x]	-686.66	20.89	582.47	511.84	611.53	1.00e-05	1.00e-02
dec24dicoa[m]	-3090.16	35.42	-871.03	-970.14	-813.50	1.00e-05	1.00e-02
dece3coa[m]	-3156.67	33.83	-841.08	-937.08	-786.66	1.00e-05	1.00e-02
CE2089[c]	-357.98	19.26	163.27	95.84	189.14	1.00e-05	1.00e-02
CE2088[c]	-492.82	20.73	71.86	1.54	100.61	1.00e-05	1.00e-02
urcan[c]	-111.87	13.80	104.68	47.94	119.85	1.00e-05	1.00e-02
C05767[c]	0.00	100000.00	1304.76	-194724.93	197292.88	1.00e-05	1.00e-02
2mb2coa[c]	-3193.82	32.20	-1541.57	-1634.38	-1490.32	1.00e-05	1.00e-02
3hbcoa_R[c]	-3432.67	31.14	-1780.18	-1870.90	-1731.01	1.00e-05	1.00e-02
adpac[c]	-659.10	5.94	-311.16	-352.50	-311.39	1.00e-05	1.00e-02
adpcoa[c]	-3578.94	29.66	-1882.96	-1970.79	-1836.69	1.00e-05	1.00e-02
adpac[x]	-659.10	5.94	-320.67	-362.01	-320.89	1.00e-05	1.00e-02
adpcoa[x]	-3578.94	29.66	-1929.40	-2017.24	-1883.14	1.00e-05	1.00e-02
c6dc[x]	-1154.15	75592.90	-223.45	-148415.21	147926.76	1.00e-05	1.00e-02
3bcrn[c]	-994.37	75592.90	-81.03	-148272.80	148069.17	1.00e-05	1.00e-02
3bcrn[e]	-994.37	75592.90	-56.09	-148247.86	148094.11	1.00e-05	1.00e-02
c10crn[c]	-798.38	75592.90	636.87	-147554.90	148787.08	1.00e-05	1.00e-02
c101coa[c]	0.00	100000.00	2075.79	-193953.90	198063.92	1.00e-05	1.00e-02
c101crn[c]	-725.44	75592.90	622.83	-147568.94	148773.03	1.00e-05	1.00e-02
c101crn[e]	-725.44	75592.90	659.64	-147532.13	148809.85	1.00e-05	1.00e-02
decdicoa[c]	-3090.16	35.42	-1089.73	-1188.83	-1032.19	1.00e-05	1.00e-02
decdicrn[c]	-665.37	75592.90	595.91	-147595.86	148746.11	1.00e-05	1.00e-02
c10crn[e]	-798.38	75592.90	676.06	-147515.71	148826.27	1.00e-05	1.00e-02
c10dc[x]	-1128.78	75592.90	140.34	-148051.43	148290.54	1.00e-05	1.00e-02
c10dc[c]	-1128.78	75592.90	175.98	-148015.79	148326.18	1.00e-05	1.00e-02
sebcoa[c]	-3553.57	31.73	-1509.67	-1601.54	-1459.35	1.00e-05	1.00e-02
c10dc[e]	-1128.78	75592.90	211.61	-147980.16	148361.81	1.00e-05	1.00e-02
3hdcoa[c]	-3381.11	32.06	-1206.69	-1299.21	-1155.73	1.00e-05	1.00e-02
3deccrn[c]	-956.31	75592.90	478.94	-147712.83	148629.14	1.00e-05	1.00e-02
ddeccrn[c]	-785.69	75592.90	823.53	-147368.24	148973.73	1.00e-05	1.00e-02
dd2coa[c]	-3143.98	35.08	-882.78	-981.23	-825.91	1.00e-05	1.00e-02
ddece1crn[c]	-719.19	75592.90	803.05	-147388.72	148953.25	1.00e-05	1.00e-02
c12dccoa[x]	-3540.89	33.03	-1383.71	-1478.13	-1330.85	1.00e-05	1.00e-02
dodecanac[x]	-621.04	12.40	225.01	171.02	237.44	1.00e-05	1.00e-02
c12dccoa[c]	-3540.89	33.03	-1323.01	-1417.43	-1270.15	1.00e-05	1.00e-02
dodecanac[c]	-621.04	12.40	248.78	194.79	261.21	1.00e-05	1.00e-02
c12dc[c]	-1116.09	75592.90	362.63	-147829.13	148512.84	1.00e-05	1.00e-02
c12dc[e]	-1116.09	75592.90	403.02	-147788.75	148553.22	1.00e-05	1.00e-02
3hddcoa[c]	-3368.42	33.32	-1020.03	-1115.03	-966.60	1.00e-05	1.00e-02
3ddcrn[c]	-943.63	75592.90	665.59	-147526.18	148815.80	1.00e-05	1.00e-02
3tetd7ecoa[m]	-3289.23	35.73	-587.68	-687.39	-529.52	1.00e-05	1.00e-02
3tetd7ecoa[c]	-3289.23	35.73	-853.86	-953.57	-795.71	1.00e-05	1.00e-02
tetdece1coa[c]	-3131.30	36.47	-696.13	-797.31	-636.52	1.00e-05	1.00e-02
tetdece1crn[c]	-706.50	75592.90	989.70	-147202.07	149139.91	1.00e-05	1.00e-02
3tetd7ecoacrn[c]	0.00	100000.00	1696.21	-194333.48	197684.33	1.00e-05	1.00e-02
3tetd7ecoacrn[e]	0.00	100000.00	1742.52	-194287.17	197730.65	1.00e-05	1.00e-02
3ttetddcoa[m]	-3222.73	37.18	-617.66	-720.23	-556.65	1.00e-05	1.00e-02
3ttetddcoa[c]	-3222.73	37.18	-874.34	-976.92	-813.34	1.00e-05	1.00e-02
tetdec2coa[c]	0.00	100000.00	2336.75	-193692.94	198324.87	1.00e-05	1.00e-02
tetdec2crn[c]	-640.00	75592.90	969.22	-147222.55	149119.43	1.00e-05	1.00e-02
3ttetddcoacrn[c]	0.00	100000.00	1609.22	-194420.47	197597.35	1.00e-05	1.00e-02
3ttetddcoacrn[e]	0.00	100000.00	1653.16	-194376.53	197641.29	1.00e-05	1.00e-02
3htdcoa[c]	-3355.74	34.73	-833.38	-931.15	-777.17	1.00e-05	1.00e-02
3tdcrn[c]	-930.94	75592.90	852.25	-147339.52	149002.45	1.00e-05	1.00e-02
3hdeccoa[c]	-3343.05	36.28	-646.72	-747.53	-587.48	1.00e-05	1.00e-02
3hdececrn[c]	-851.75	75592.90	1018.42	-147173.35	149168.63	1.00e-05	1.00e-02
3thexddcoa[m]	-3210.04	38.54	-412.00	-517.23	-348.34	1.00e-05	1.00e-02
3thexddcoa[c]	-3210.04	38.54	-687.69	-792.91	-624.02	1.00e-05	1.00e-02
3thexddcoacrn[c]	0.00	100000.00	1783.19	-194246.50	197771.32	1.00e-05	1.00e-02
3thexddcoacrn[e]	0.00	100000.00	1831.88	-194197.81	197820.01	1.00e-05	1.00e-02
hexdicoa[c]	-3515.52	36.06	-949.70	-1050.06	-890.90	1.00e-05	1.00e-02
c16dc[c]	-1090.72	75592.90	735.94	-147455.83	148886.15	1.00e-05	1.00e-02
c16dc[e]	-1090.72	75592.90	785.83	-147405.94	148936.04	1.00e-05	1.00e-02
3hexdcoa[c]	-3343.05	36.28	-646.72	-747.53	-587.48	1.00e-05	1.00e-02
3hexdcrn[c]	-918.26	75592.90	1038.90	-147152.87	149189.11	1.00e-05	1.00e-02
3octdece1coa[c]	-3263.86	38.77	-480.55	-586.22	-416.44	1.00e-05	1.00e-02
3octdece1crn[c]	-839.07	75592.90	1205.07	-146986.70	149355.28	1.00e-05	1.00e-02
3ocddcoa[c]	-3330.37	37.95	-460.07	-564.14	-397.56	1.00e-05	1.00e-02
3octdec2crn[c]	-772.56	75592.90	1184.59	-147007.18	149334.80	1.00e-05	1.00e-02
3hodcoa[c]	-3330.37	37.95	-460.07	-564.14	-397.56	1.00e-05	1.00e-02
3octdeccrn[c]	-905.57	75592.90	1225.56	-146966.22	149375.76	1.00e-05	1.00e-02
c3dc[c]	-1173.18	75592.90	-477.30	-148669.07	147672.90	1.00e-05	1.00e-02
c3dc[e]	-1173.18	75592.90	-458.30	-148650.06	147691.91	1.00e-05	1.00e-02
c4crn[e]	-836.43	75592.90	101.85	-148089.92	148252.05	1.00e-05	1.00e-02
c4dc[x]	-1166.83	75592.90	-405.35	-148597.12	147744.85	1.00e-05	1.00e-02
c4dc[c]	-1166.83	75592.90	-383.97	-148575.74	147766.23	1.00e-05	1.00e-02
c4dc[e]	-1166.83	75592.90	-362.60	-148554.36	147787.61	1.00e-05	1.00e-02
c4crn[x]	-836.43	75592.90	51.97	-148139.80	148202.17	1.00e-05	1.00e-02
btcoa[x]	-3296.67	31.56	-1689.79	-1781.35	-1639.80	1.00e-05	1.00e-02
ivcoa[c]	-3256.09	30.48	-1516.87	-1606.29	-1469.01	1.00e-05	1.00e-02
ivcrn[c]	-831.30	75592.90	169.03	-148022.74	148319.23	1.00e-05	1.00e-02
c51crn[c]	-769.03	75592.90	144.31	-148047.46	148294.51	1.00e-05	1.00e-02
c5dc[c]	-1220.29	75592.90	-306.96	-148498.72	147843.25	1.00e-05	1.00e-02
c5dc[e]	-1220.29	75592.90	-282.02	-148473.78	147868.19	1.00e-05	1.00e-02
hxcoa[c]	-3248.54	30.53	-1422.34	-1511.87	-1374.37	1.00e-05	1.00e-02
c6crn[c]	-823.75	75592.90	263.56	-147928.21	148413.76	1.00e-05	1.00e-02
hxcoa[x]	-3248.54	30.53	-1472.48	-1562.01	-1424.51	1.00e-05	1.00e-02
c6crn[x]	-823.75	75592.90	233.87	-147957.90	148384.07	1.00e-05	1.00e-02
c6crn[e]	-823.75	75592.90	293.25	-147898.52	148443.45	1.00e-05	1.00e-02
c6dc[c]	-1154.15	75592.90	-197.32	-148389.08	147952.88	1.00e-05	1.00e-02
c6dc[e]	-1154.15	75592.90	-171.19	-148362.96	147979.01	1.00e-05	1.00e-02
c81coa[c]	-3169.35	32.74	-1256.09	-1349.96	-1203.80	1.00e-05	1.00e-02
c81crn[c]	-744.56	75592.90	429.74	-147762.03	148579.94	1.00e-05	1.00e-02
c81crn[e]	-744.56	75592.90	461.80	-147729.97	148612.00	1.00e-05	1.00e-02
c8crn[e]	-811.06	75592.90	484.66	-147707.11	148634.86	1.00e-05	1.00e-02
sbcoa[c]	-3566.26	30.60	-1696.30	-1785.97	-1648.20	1.00e-05	1.00e-02
c8dc[c]	-1141.46	75592.90	-10.66	-148202.43	148139.54	1.00e-05	1.00e-02
c8dc[e]	-1141.46	75592.90	20.21	-148171.55	148170.42	1.00e-05	1.00e-02
dca[r]	-303.32	10.35	523.02	473.04	531.43	1.00e-05	1.00e-02
3ddcrn[e]	-943.63	75592.90	709.53	-147482.24	148859.74	1.00e-05	1.00e-02
ddeccrn[e]	-785.69	75592.90	867.47	-147324.30	149017.67	1.00e-05	1.00e-02
ddece1crn[e]	-719.19	75592.90	844.61	-147347.16	148994.82	1.00e-05	1.00e-02
3deccrn[e]	-956.31	75592.90	518.13	-147673.64	148668.33	1.00e-05	1.00e-02
decdicrn[e]	-665.37	75592.90	630.35	-147561.42	148780.55	1.00e-05	1.00e-02
doco13ecoa[c]	-3080.56	43.22	50.47	-63.92	123.31	1.00e-05	1.00e-02
doco13ecoa[x]	-3080.56	43.22	-35.27	-149.67	37.56	1.00e-05	1.00e-02
doco13ac[e]	-160.71	25.30	1671.16	1591.89	1708.87	1.00e-05	1.00e-02
docosac[e]	-227.21	25.86	1694.02	1613.65	1732.83	1.00e-05	1.00e-02
docosac[r]	-227.21	25.86	1642.95	1562.58	1681.76	1.00e-05	1.00e-02
docosdiac[r]	-557.61	25.04	1182.06	1103.29	1219.26	1.00e-05	1.00e-02
docosdiac[c]	-557.61	25.04	1182.06	1103.29	1219.26	1.00e-05	1.00e-02
docosdiac[e]	-557.61	25.04	1229.57	1150.81	1266.77	1.00e-05	1.00e-02
3hdececrn[e]	-851.75	75592.90	1069.49	-147122.29	149219.69	1.00e-05	1.00e-02
3hexdcrn[e]	-918.26	75592.90	1092.34	-147099.43	149242.55	1.00e-05	1.00e-02
3ivcrn[e]	-996.39	75592.90	31.25	-148160.52	148181.45	1.00e-05	1.00e-02
3octdec2crn[e]	-772.56	75592.90	1238.03	-146953.74	149388.24	1.00e-05	1.00e-02
3octdeccrn[e]	-905.57	75592.90	1283.75	-146908.03	149433.96	1.00e-05	1.00e-02
3octdece1crn[e]	-839.07	75592.90	1260.89	-146930.88	149411.10	1.00e-05	1.00e-02
3tdcrn[e]	-930.94	75592.90	900.94	-147290.83	149051.14	1.00e-05	1.00e-02
c51crn[e]	-769.03	75592.90	169.25	-148022.52	148319.45	1.00e-05	1.00e-02
ivcrn[e]	-831.30	75592.90	196.34	-147995.42	148346.55	1.00e-05	1.00e-02
tetdec2crn[e]	-640.00	75592.90	1013.16	-147178.61	149163.37	1.00e-05	1.00e-02
tetdece1crn[e]	-706.50	75592.90	1036.02	-147155.75	149186.22	1.00e-05	1.00e-02
dece3coa[x]	-3156.67	33.83	-1126.67	-1222.67	-1072.25	1.00e-05	1.00e-02
dec47dicoa[m]	-3090.16	35.42	-871.07	-970.17	-813.53	1.00e-05	1.00e-02
dectricoa[m]	-3023.66	37.42	-901.05	-1004.08	-839.58	1.00e-05	1.00e-02
dec47dicoa[x]	-3090.16	35.42	-1144.81	-1243.91	-1087.27	1.00e-05	1.00e-02
dectricoa[x]	-3023.66	37.42	-1162.89	-1265.92	-1101.42	1.00e-05	1.00e-02
2decdicoa[m]	-3090.16	35.42	-871.07	-970.17	-813.53	1.00e-05	1.00e-02
octe5coa[m]	-3169.35	32.74	-1046.74	-1140.60	-994.44	1.00e-05	1.00e-02
2decdicoa[x]	-3090.16	35.42	-1144.78	-1243.88	-1087.24	1.00e-05	1.00e-02
octe5coa[x]	-3169.35	32.74	-1308.59	-1402.46	-1256.30	1.00e-05	1.00e-02
3decdicoa[m]	-3090.16	35.42	-871.07	-970.17	-813.53	1.00e-05	1.00e-02
3decdicoa[x]	-3090.16	35.42	-1144.79	-1243.90	-1087.26	1.00e-05	1.00e-02
sebcoa[x]	-3553.57	31.73	-1565.62	-1657.50	-1515.31	1.00e-05	1.00e-02
sbcoa[x]	-3566.26	30.60	-1747.50	-1837.17	-1699.40	1.00e-05	1.00e-02
tmuncoa[x]	-3201.41	36.18	-748.39	-848.99	-689.34	1.00e-05	1.00e-02
undcoa[m]	-3216.83	33.37	-708.28	-803.38	-654.74	1.00e-05	1.00e-02
noncoa[m]	-3229.51	32.11	-913.93	-1006.55	-862.88	1.00e-05	1.00e-02
dd5ecoa[m]	-3143.98	35.08	-635.43	-733.87	-578.55	1.00e-05	1.00e-02
dd3coa[x]	-3143.98	35.08	-944.77	-1043.21	-887.89	1.00e-05	1.00e-02
2ddecdicoa[m]	-3077.48	36.56	-665.38	-766.72	-605.60	1.00e-05	1.00e-02
3ddecdicoa[m]	-3077.48	36.56	-665.41	-766.76	-605.63	1.00e-05	1.00e-02
2ddecdicoa[x]	-3077.48	36.56	-962.58	-1063.92	-902.80	1.00e-05	1.00e-02
3ddecdicoa[x]	-3077.48	36.56	-962.89	-1064.23	-903.11	1.00e-05	1.00e-02
2dodtricoa[m]	-3010.97	38.46	-695.39	-800.46	-631.89	1.00e-05	1.00e-02
2dodtricoa[x]	-3010.97	38.46	-981.00	-1086.06	-917.50	1.00e-05	1.00e-02
3dodtricoa[m]	-3010.97	38.46	-695.39	-800.46	-631.89	1.00e-05	1.00e-02
3dodtricoa[x]	-3010.97	38.46	-981.00	-1086.06	-917.50	1.00e-05	1.00e-02
c12dc[x]	-1116.09	75592.90	322.25	-147869.52	148472.45	1.00e-05	1.00e-02
tridcoa[m]	-3204.14	34.79	-502.62	-600.51	-446.30	1.00e-05	1.00e-02
tetd7ecoa[m]	-3131.30	36.47	-429.78	-530.95	-370.16	1.00e-05	1.00e-02
tetde5coa[x]	-3131.30	36.47	-762.88	-864.06	-703.27	1.00e-05	1.00e-02
tetdecdicoa[m]	-3064.79	37.85	-459.76	-563.63	-397.44	1.00e-05	1.00e-02
tetdecdicoa[x]	-3064.79	37.85	-780.98	-884.86	-718.67	1.00e-05	1.00e-02
ttetddcoa[m]	-3064.79	37.85	-459.76	-563.63	-397.44	1.00e-05	1.00e-02
5tedtricoa[m]	-2998.29	39.64	-489.74	-597.12	-423.92	1.00e-05	1.00e-02
5tedtricoa[x]	-2998.29	39.64	-799.09	-906.47	-733.27	1.00e-05	1.00e-02
c14dccoa[x]	-3528.20	34.48	-1201.80	-1299.06	-1146.11	1.00e-05	1.00e-02
hexde7coa[x]	-3118.61	38.00	-581.00	-685.17	-518.40	1.00e-05	1.00e-02
3hdeccoa[m]	-3343.05	36.28	-352.04	-452.84	-292.80	1.00e-05	1.00e-02
hexddcoa[m]	-3052.11	39.28	-254.10	-360.77	-189.00	1.00e-05	1.00e-02
thexddcoa[m]	-3052.11	39.28	-254.10	-360.77	-189.00	1.00e-05	1.00e-02
2hexdtricoa[x]	-2985.60	40.96	-617.20	-727.16	-548.80	1.00e-05	1.00e-02
hexdtrcoa[m]	-2985.60	40.96	-284.08	-394.05	-215.69	1.00e-05	1.00e-02
4hexdtricoa[m]	-2985.60	40.96	-284.08	-394.04	-215.68	1.00e-05	1.00e-02
hexdectecoa[m]	-2919.10	42.99	-314.06	-428.01	-241.67	1.00e-05	1.00e-02
4hexdtricoa[x]	-2985.60	40.96	-617.20	-727.16	-548.80	1.00e-05	1.00e-02
hexdectecoa[x]	-2919.10	42.99	-635.28	-749.23	-562.89	1.00e-05	1.00e-02
2hexdtricoa[m]	-2985.60	40.96	-284.08	-394.04	-215.68	1.00e-05	1.00e-02
3hexdtricoa[m]	-2985.60	40.96	-284.08	-394.04	-215.68	1.00e-05	1.00e-02
3hexdtricoa[x]	-2985.60	40.96	-617.19	-727.15	-548.79	1.00e-05	1.00e-02
2hexdtetcoa[m]	-2919.10	42.99	-314.06	-428.02	-241.67	1.00e-05	1.00e-02
2hexdtetcoa[x]	-2919.10	42.99	-635.31	-749.26	-562.92	1.00e-05	1.00e-02
4hexdtetcoa[m]	-2919.10	42.99	-314.06	-428.02	-241.67	1.00e-05	1.00e-02
hexdpencoa[m]	-2852.60	45.34	-344.04	-462.59	-267.06	1.00e-05	1.00e-02
4hexdtetcoa[x]	-2919.10	42.99	-635.31	-749.26	-562.92	1.00e-05	1.00e-02
hexdpencoa[x]	-2852.60	45.34	-653.38	-771.93	-576.40	1.00e-05	1.00e-02
3hexdtetcoa[m]	-2919.10	42.99	-314.06	-428.02	-241.67	1.00e-05	1.00e-02
3hexdtetcoa[x]	-2919.10	42.99	-635.29	-749.25	-562.90	1.00e-05	1.00e-02
3hexdcoa[m]	-3343.05	36.28	-352.04	-452.84	-292.80	1.00e-05	1.00e-02
hexdicoa[x]	-3515.52	36.06	-1019.90	-1120.26	-961.10	1.00e-05	1.00e-02
hexdicoa[r]	-3515.52	36.06	-949.70	-1050.06	-890.90	1.00e-05	1.00e-02
hexdiac[r]	-595.67	17.37	622.09	558.36	644.26	1.00e-05	1.00e-02
whhdca[r]	-416.01	17.79	932.25	867.69	955.24	1.00e-05	1.00e-02
ocde9ecoa[x]	-3105.93	39.64	-399.08	-506.47	-333.26	1.00e-05	1.00e-02
3octdece1coa[m]	-3263.86	38.77	-176.36	-282.04	-112.26	1.00e-05	1.00e-02
octdececoa[m]	-3105.93	39.64	-18.46	-125.85	47.36	1.00e-05	1.00e-02
3ocddcoa[m]	-3330.37	37.95	-146.38	-250.46	-83.87	1.00e-05	1.00e-02
2octdectecoa[m]	-2906.41	44.32	-108.41	-224.97	-33.41	1.00e-05	1.00e-02
2octdectecoa[x]	-2906.41	44.32	-453.39	-569.95	-378.39	1.00e-05	1.00e-02
3octdectecoa[m]	-2906.41	44.32	-108.41	-224.97	-33.41	1.00e-05	1.00e-02
3octdectecoa[x]	-2906.41	44.32	-453.39	-569.95	-378.39	1.00e-05	1.00e-02
2octpencoa[m]	-2839.91	46.56	-138.39	-259.34	-59.00	1.00e-05	1.00e-02
3octpencoa[m]	-2839.91	46.56	-138.39	-259.34	-59.00	1.00e-05	1.00e-02
3hodcoa[m]	-3330.37	37.95	-146.38	-250.46	-83.87	1.00e-05	1.00e-02
ei11ecoa[x]	-3093.24	41.39	-217.18	-327.98	-147.94	1.00e-05	1.00e-02
eitetcoa[m]	-2893.73	45.76	97.25	-22.14	175.07	1.00e-05	1.00e-02
eitetcoa[x]	-2893.73	45.76	-271.48	-390.87	-193.66	1.00e-05	1.00e-02
eipencoa[x]	-2827.22	47.90	-289.28	-412.84	-207.27	1.00e-05	1.00e-02
5eipencoa[m]	-2827.22	47.90	67.27	-56.30	149.27	1.00e-05	1.00e-02
2docopencoa[m]	-2814.54	49.34	272.92	146.54	357.74	1.00e-05	1.00e-02
2docopencoa[x]	-2814.54	49.34	-107.70	-234.08	-22.87	1.00e-05	1.00e-02
docohexcoa[m]	-2748.04	51.63	242.94	112.05	332.27	1.00e-05	1.00e-02
docohexcoa[x]	-2748.04	51.63	-125.77	-256.66	-36.45	1.00e-05	1.00e-02
3docopencoa[m]	-2814.54	49.34	272.92	146.54	357.75	1.00e-05	1.00e-02
3docopencoa[x]	-2814.54	49.34	-107.68	-234.07	-22.86	1.00e-05	1.00e-02
2docohexecoa[m]	-2748.04	51.63	242.94	112.05	332.27	1.00e-05	1.00e-02
docohepcoa[m]	-2681.53	54.17	212.96	77.10	307.26	1.00e-05	1.00e-02
docosahexcoa[m]	-2748.04	51.63	242.94	112.05	332.27	1.00e-05	1.00e-02
omhdocosac[r]	-377.95	25.58	1492.21	1412.38	1530.48	1.00e-05	1.00e-02
succoa[c]	-3591.63	28.94	-2069.60	-2156.00	-2024.75	1.00e-05	1.00e-02
pentcoa[m]	-3254.88	30.10	-1325.25	-1413.94	-1278.12	1.00e-05	1.00e-02
glutcoa[c]	-3585.28	29.27	-1976.29	-2063.36	-1930.79	1.00e-05	1.00e-02
3ivcoa[m]	-3421.19	30.38	-1491.55	-1580.78	-1443.88	1.00e-05	1.00e-02
3ivcrn[c]	-996.39	75592.90	3.93	-148187.83	148154.14	1.00e-05	1.00e-02
3ivcoa[c]	-3421.19	30.38	-1681.91	-1771.14	-1634.24	1.00e-05	1.00e-02
hx2coa[x]	-3184.05	32.41	-1492.57	-1585.79	-1440.92	1.00e-05	1.00e-02
hexe3coa[m]	-3182.04	31.84	-1252.40	-1344.49	-1201.88	1.00e-05	1.00e-02
hexe3coa[x]	-3182.04	31.84	-1490.56	-1582.64	-1440.03	1.00e-05	1.00e-02
succoa[x]	-3591.63	28.94	-2111.28	-2197.68	-2066.44	1.00e-05	1.00e-02
hepcoa[m]	-3242.20	31.01	-1119.59	-1210.06	-1070.69	1.00e-05	1.00e-02
omhdecacid[r]	-454.06	10.13	372.28	322.73	380.26	1.00e-05	1.00e-02
hexdiac[c]	-595.67	17.37	622.09	558.36	644.26	1.00e-05	1.00e-02
omhdocosac[c]	-377.95	25.58	1492.21	1412.38	1530.48	1.00e-05	1.00e-02
omhdecacid[c]	-454.06	10.13	372.28	322.73	380.26	1.00e-05	1.00e-02
sebacid[c]	-633.72	10.02	62.12	12.78	69.89	1.00e-05	1.00e-02
tdec4ecoa[m]	-3156.67	33.83	-841.09	-937.08	-786.66	1.00e-05	1.00e-02
ctdecdcoa[m]	-3090.16	35.42	-871.03	-970.14	-813.50	1.00e-05	1.00e-02
tddedi2coa[m]	-3077.48	36.56	-665.41	-766.76	-605.63	1.00e-05	1.00e-02
tddedicoa[m]	-3077.48	36.56	-665.41	-766.76	-605.63	1.00e-05	1.00e-02
ocdececrn[c]	-681.13	75592.90	1363.01	-146828.76	149513.22	1.00e-05	1.00e-02
ocdececrn[m]	-681.13	75592.90	1586.27	-146605.50	149736.48	1.00e-05	1.00e-02
octdececrn[c]	-747.64	75592.90	1383.49	-146808.28	149533.70	1.00e-05	1.00e-02
octdececrn[m]	-747.64	75592.90	1616.26	-146575.52	149766.46	1.00e-05	1.00e-02
octdececoa[c]	-3105.93	39.64	-322.84	-430.23	-257.01	1.00e-05	1.00e-02
subeac[x]	-646.41	7.81	-138.77	-183.77	-135.34	1.00e-05	1.00e-02
sebacid[x]	-633.72	10.02	43.10	-6.24	50.87	1.00e-05	1.00e-02
subeac[c]	-646.41	7.81	-124.51	-169.51	-121.08	1.00e-05	1.00e-02
c8dc[x]	-1141.46	75592.90	-41.54	-148233.31	148108.66	1.00e-05	1.00e-02
ttdcrn[e]	-773.01	75592.90	1058.87	-147132.90	149209.08	1.00e-05	1.00e-02
4hpro_LT[e]	-517.67	12.91	-115.55	-170.54	-102.13	1.00e-05	1.00e-02
alaala[c]	-508.25	9.91	13.63	-35.48	21.18	1.00e-05	1.00e-02
alaala[e]	-508.25	9.91	27.87	-21.24	35.42	1.00e-05	1.00e-02
bglc[e]	0.00	100000.00	98296030.83	98100001.15	98492018.96	1.00e-05	1.00e-02
glgchlo[e]	0.00	100000.00	98297952.08	98101922.39	98493940.20	1.00e-05	1.00e-02
gltcho[e]	0.00	100000.00	98298041.44	98102011.75	98494029.56	1.00e-05	1.00e-02
tdechola[e]	-1342.67	269920.63	623.11	-528451.01	529655.67	1.00e-05	1.00e-02
gltdechol[e]	0.00	100000.00	98297996.02	98101966.33	98493984.14	1.00e-05	1.00e-02
carn[e]	-337.70	16.44	287.27	225.36	307.61	1.00e-05	1.00e-02
glygly[c]	-520.70	13.28	-172.80	-228.52	-158.64	1.00e-05	1.00e-02
glygly[e]	-520.70	13.28	-163.31	-219.04	-149.15	1.00e-05	1.00e-02
glyphe[e]	-339.40	12.28	286.06	232.31	298.25	1.00e-05	1.00e-02
glyphe[c]	-339.40	12.28	269.45	215.70	281.64	1.00e-05	1.00e-02
glypro[e]	-417.05	53452.25	118.37	-104677.73	104872.91	1.00e-05	1.00e-02
glypro[c]	-417.05	53452.25	104.37	-104691.73	104858.91	1.00e-05	1.00e-02
