Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
1a25dhvitd3[c]	-485.93	106904.51	1427.74	-208134.78	210948.70	1.00e-05	1.00e-02
1a25dhvitd3[n]	-485.93	106904.51	1427.74	-208134.78	210948.70	1.00e-05	1.00e-02
4abut[n]	-364.68	6.52	26.74	-15.73	27.64	1.00e-05	1.00e-02
oh1[c]	0.00	100000.00	43.49	-195986.20	196031.62	1.00e-05	1.00e-02
oh1[e]	0.00	100000.00	44.68	-195985.01	196032.80	1.00e-05	1.00e-02
hyptaur[e]	-5.25	100000.00	307.49	-195722.21	196295.61	1.00e-05	1.00e-02
cysam[e]	-3.50	12.89	353.90	298.94	367.29	1.00e-05	1.00e-02
q10[e]	470.63	91.80	4491.83	4282.21	4659.89	1.00e-05	1.00e-02
dhap[m]	-1298.55	3.83	-1057.37	-1094.58	-1061.74	1.00e-05	1.00e-02
dpcoa[e]	-2289.81	28.72	-815.65	-901.63	-771.24	1.00e-05	1.00e-02
pan4p[e]	-1435.38	26.95	-501.39	-583.90	-460.44	1.00e-05	1.00e-02
5dpmev[c]	-2366.63	24.90	-1933.16	-2011.65	-1896.23	1.00e-05	1.00e-02
slfcys[e]	-179.08	100000.00	88.88	-195940.81	196077.01	1.00e-05	1.00e-02
fmn[e]	-1369.23	27.92	-520.63	-605.03	-477.79	1.00e-05	1.00e-02
ptth[e]	-563.32	21.54	419.36	347.45	449.70	1.00e-05	1.00e-02
q10h2[e]	333.83	91.00	4444.39	4236.33	4610.88	1.00e-05	1.00e-02
fe3[c]	-3.52	25.17	-10.86	-89.88	26.60	1.00e-05	1.00e-02
6pgl[c]	-1752.82	8.34	-1361.72	-1407.76	-1357.24	1.00e-05	1.00e-02
glu5sa[c]	-469.27	4.77	-77.90	-116.93	-80.43	1.00e-05	1.00e-02
mal_L[x]	-832.10	5.56	-662.92	-703.51	-663.89	1.00e-05	1.00e-02
5pmev[c]	-1494.11	6.14	-1060.14	-1101.88	-1059.98	1.00e-05	1.00e-02
1pyr5c[c]	-312.66	15.44	-51.89	-111.83	-33.51	1.00e-05	1.00e-02
pheme[e]	0.00	100000.00	1337.44	-194692.25	197325.56	1.00e-05	1.00e-02
slfcys[c]	-179.08	100000.00	81.80	-195947.89	196069.93	1.00e-05	1.00e-02
34hpp[e]	-478.58	16.39	-165.85	-227.66	-145.61	1.00e-05	1.00e-02
3mob[e]	-461.73	5.36	-148.97	-189.16	-150.34	1.00e-05	1.00e-02
3mop[e]	-455.39	5.71	-53.27	-94.14	-53.95	1.00e-05	1.00e-02
4mop[e]	-452.71	8.79	-50.59	-97.51	-45.24	1.00e-05	1.00e-02
5mta[e]	110.91	17.76	781.11	716.61	804.06	1.00e-05	1.00e-02
5oxpro[e]	-467.07	10.02	-199.04	-248.37	-191.27	1.00e-05	1.00e-02
ahcys[e]	-280.72	17.48	612.84	548.89	635.23	1.00e-05	1.00e-02
aicar[e]	-1374.97	16.11	-797.03	-858.28	-777.34	1.00e-05	1.00e-02
anth[e]	-162.38	10.86	105.69	54.71	115.10	1.00e-05	1.00e-02
cbasp[e]	-788.40	16.97	-520.33	-583.28	-498.95	1.00e-05	1.00e-02
mal_L[e]	-832.10	5.56	-653.40	-693.99	-654.37	1.00e-05	1.00e-02
idour[e]	-1076.18	4.96	-674.06	-713.47	-676.22	1.00e-05	1.00e-02
5hoxindoa[e]	-301.71	19.62	55.70	-12.45	82.29	1.00e-05	1.00e-02
glyald[e]	-434.92	4.73	-166.84	-205.79	-169.45	1.00e-05	1.00e-02
pep[e]	-1285.95	5.31	-1196.69	-1236.79	-1198.16	1.00e-05	1.00e-02
gudac[e]	-306.48	25.48	6.28	-73.36	44.35	1.00e-05	1.00e-02
Lkynr[e]	-287.33	12.83	248.71	193.87	261.98	1.00e-05	1.00e-02
cala[e]	-453.07	10.25	-140.31	-190.09	-132.09	1.00e-05	1.00e-02
crtn[e]	-23.46	19.16	289.30	222.06	314.98	1.00e-05	1.00e-02
kynate[e]	-256.98	16.89	11.10	-51.69	32.32	1.00e-05	1.00e-02
3hanthrn[e]	-418.87	13.76	-106.12	-162.77	-91.04	1.00e-05	1.00e-02
hLkynr[e]	-484.12	16.54	51.90	-10.21	72.45	1.00e-05	1.00e-02
quln[e]	-504.04	11.61	-370.06	-422.50	-359.19	1.00e-05	1.00e-02
2pg[e]	-1502.42	5.06	-1323.80	-1363.40	-1325.76	1.00e-05	1.00e-02
cholp[e]	-1229.57	75592.90	-648.88	-148840.65	147501.32	1.00e-05	1.00e-02
cyst_L[e]	-538.29	14.11	87.11	29.77	102.89	1.00e-05	1.00e-02
cyst_L[c]	-538.29	14.11	70.53	13.19	86.31	1.00e-05	1.00e-02
dcmp[e]	460.37	70710.68	996.22	-137626.40	139577.27	1.00e-05	1.00e-02
dmgly[e]	-341.31	30.20	60.79	-28.10	108.10	1.00e-05	1.00e-02
ethamp[e]	-1044.75	7.83	-732.35	-777.38	-728.89	1.00e-05	1.00e-02
fum[e]	-608.71	6.10	-519.36	-561.01	-519.27	1.00e-05	1.00e-02
g3pc[e]	-518.38	125356.64	419.90	-245308.80	246107.03	1.00e-05	1.00e-02
icit[e]	-1153.45	7.98	-930.08	-975.41	-926.31	1.00e-05	1.00e-02
L2aadp[e]	-634.00	8.81	-187.23	-234.19	-181.84	1.00e-05	1.00e-02
xan[e]	-104.32	11.42	74.21	22.14	84.72	1.00e-05	1.00e-02
xmp[e]	-1501.16	22.04	-1009.86	-1082.74	-978.55	1.00e-05	1.00e-02
xtsn[e]	-616.95	11.91	-80.80	-133.84	-69.32	1.00e-05	1.00e-02
3pg[e]	-1506.44	4.73	-1328.02	-1366.97	-1330.63	1.00e-05	1.00e-02
udpglcur[e]	-3319.41	18.24	-2472.46	-2537.90	-2448.60	1.00e-05	1.00e-02
glyc3p[e]	-1335.22	5.24	-1022.79	-1062.74	-1024.40	1.00e-05	1.00e-02
nicrnt[e]	-1574.44	17.84	-1038.46	-1103.11	-1015.36	1.00e-05	1.00e-02
orot5p[e]	-1907.47	21.82	-1463.53	-1535.99	-1432.63	1.00e-05	1.00e-02
hcys_L[e]	-276.11	12.05	125.96	72.66	137.70	1.00e-05	1.00e-02
retinal[e]	265.49	35.90	1516.53	1416.48	1575.01	1.00e-05	1.00e-02
argsuc[e]	-855.57	19.96	-96.11	-164.92	-68.85	1.00e-05	1.00e-02
acrn[e]	-908.60	75592.90	-104.37	-148296.13	148045.84	1.00e-05	1.00e-02
pcrn[e]	-834.90	75592.90	14.02	-148177.75	148164.22	1.00e-05	1.00e-02
lneldccrn[e]	-614.56	75592.90	1396.04	-146795.73	149546.25	1.00e-05	1.00e-02
odecrn[e]	-680.99	75592.90	1418.97	-146772.81	149569.18	1.00e-05	1.00e-02
stcrn[e]	-747.43	75592.90	1441.89	-146749.88	149592.10	1.00e-05	1.00e-02
pmtcrn[e]	-761.06	75592.90	1249.54	-146942.23	149399.75	1.00e-05	1.00e-02
hdcecrn[e]	-693.68	75592.90	1227.56	-146964.21	149377.77	1.00e-05	1.00e-02
pcreat[e]	-1082.93	25.59	-725.49	-805.33	-687.22	1.00e-05	1.00e-02
HC00342[e]	-928.51	8.12	-794.47	-840.07	-790.43	1.00e-05	1.00e-02
bgly[e]	-333.60	10.65	23.35	-27.22	32.35	1.00e-05	1.00e-02
15kprostgf2[c]	-597.67	27.35	750.59	667.29	792.33	1.00e-05	1.00e-02
adpoh[c]	-817.02	5.16	-469.09	-508.89	-470.84	1.00e-05	1.00e-02
phlac[c]	-331.69	8.91	59.74	12.59	65.32	1.00e-05	1.00e-02
and19one[c]	-1325.81	250713.27	-195.01	-491622.71	491191.13	1.00e-05	1.00e-02
ttdceacoa[c]	0.00	100000.00	2423.73	-193605.96	198411.86	1.00e-05	1.00e-02
21hprgnlone[c]	-1316.85	250713.27	74.91	-491352.80	491461.04	1.00e-05	1.00e-02
3mhis[c]	-142.13	13.91	335.84	278.89	351.22	1.00e-05	1.00e-02
hmcr[c]	-450.23	12.44	202.13	148.06	214.64	1.00e-05	1.00e-02
phacgly[c]	-345.55	12.15	89.32	35.82	101.25	1.00e-05	1.00e-02
pcholmyr_hs[e]	0.00	100000.00	2099.96	-193929.73	198088.09	1.00e-05	1.00e-02
pcholole_hs[e]	0.00	100000.00	2368.04	-193661.65	198356.17	1.00e-05	1.00e-02
peole_hs[e]	-253.45	100000.00	1801.82	-194227.88	197789.95	1.00e-05	1.00e-02
pcholpalme_hs[e]	-513.66	125356.64	1675.66	-244053.03	247362.80	1.00e-05	1.00e-02
pcholpalm_hs[e]	-580.09	125356.64	1698.59	-244030.11	247385.72	1.00e-05	1.00e-02
pepalm_hs[e]	-332.57	100000.00	1633.34	-194396.36	197621.47	1.00e-05	1.00e-02
pail_hs[e]	0.00	100000.00	714.14	-195315.55	196702.26	1.00e-05	1.00e-02
pailpalm_hs[e]	-1942.56	70710.68	202.08	-138420.54	138783.15	1.00e-05	1.00e-02
pcholste_hs[e]	0.00	100000.00	2457.40	-193572.29	198445.53	1.00e-05	1.00e-02
peste_hs[e]	-319.89	100000.00	1824.74	-194204.95	197812.87	1.00e-05	1.00e-02
pailste_hs[e]	-1929.87	70710.68	393.49	-138229.14	138974.56	1.00e-05	1.00e-02
pchol2linl_hs[e]	-422.19	125356.64	1945.85	-243782.85	247632.98	1.00e-05	1.00e-02
pe2linl_hs[e]	-181.02	100000.00	1784.89	-194244.80	197773.02	1.00e-05	1.00e-02
pchol2ole_hs[e]	-494.97	125356.64	1873.07	-243855.63	247560.20	1.00e-05	1.00e-02
pchol2palm_hs[e]	-1323.60	103509.84	821.04	-202087.93	203688.45	1.00e-05	1.00e-02
pchol2ste_hs[e]	-567.41	125356.64	1889.99	-243838.71	247577.13	1.00e-05	1.00e-02
xolest183_hs[e]	-846.07	250713.28	2460.25	-488967.46	493846.40	1.00e-05	1.00e-02
xolest181_hs[e]	-978.93	250713.28	2506.11	-488921.60	493892.25	1.00e-05	1.00e-02
xolest205_hs[e]	-700.51	250713.28	2605.81	-488821.90	493991.95	1.00e-05	1.00e-02
xolest204_hs[e]	-766.95	250713.28	2628.73	-488798.98	494014.88	1.00e-05	1.00e-02
xolest226_hs[e]	-621.39	250713.28	2774.29	-488653.43	494160.44	1.00e-05	1.00e-02
pcholn15_hs[e]	-586.43	125356.64	1602.89	-244125.81	247290.02	1.00e-05	1.00e-02
pcholar_hs[e]	-288.99	125356.64	1989.69	-243739.01	247676.83	1.00e-05	1.00e-02
pcholn183_hs[e]	-368.10	125356.64	1821.22	-243907.48	247508.35	1.00e-05	1.00e-02
pcholn1836_hs[e]	-368.10	125356.64	1821.22	-243907.48	247508.35	1.00e-05	1.00e-02
pcholn19_hs[e]	-561.06	125356.64	1985.70	-243743.00	247672.83	1.00e-05	1.00e-02
pcholn201_hs[e]	-488.29	125356.64	2058.47	-243670.23	247745.61	1.00e-05	1.00e-02
pcholn204_hs[e]	0.00	100000.00	2278.68	-193751.01	198266.81	1.00e-05	1.00e-02
pcholn205_hs[e]	-222.55	125356.64	1966.77	-243761.93	247653.91	1.00e-05	1.00e-02
pcholn224_hs[e]	-276.30	125356.64	2181.10	-243547.60	247868.24	1.00e-05	1.00e-02
pcholn225_hs[e]	-209.87	125356.64	2158.17	-243570.53	247845.31	1.00e-05	1.00e-02
pcholn2254_hs[e]	-209.87	125356.64	2158.17	-243570.53	247845.31	1.00e-05	1.00e-02
pcholn226_hs[e]	-143.43	125356.64	2135.25	-243593.46	247822.39	1.00e-05	1.00e-02
pear_hs[e]	-41.47	100000.00	1924.44	-194105.26	197912.58	1.00e-05	1.00e-02
pe203_hs[e]	-107.90	100000.00	1947.37	-194082.33	197935.50	1.00e-05	1.00e-02
pe226_hs[e]	0.00	100000.00	2055.28	-193974.41	198043.41	1.00e-05	1.00e-02
pe224_hs[e]	-28.78	100000.01	2115.85	-193913.85	198103.98	1.00e-05	1.00e-02
pedh203_hs[e]	-107.90	100000.00	1947.37	-194082.33	197935.50	1.00e-05	1.00e-02
pe12_hs[e]	-357.94	100000.00	1250.53	-194779.17	197238.65	1.00e-05	1.00e-02
pe14_hs[e]	-345.26	100000.00	1441.93	-194587.76	197430.06	1.00e-05	1.00e-02
pe161_hs[e]	-266.14	100000.00	1610.41	-194419.28	197598.54	1.00e-05	1.00e-02
pe13_hs[e]	-351.60	100000.00	1346.23	-194683.46	197334.36	1.00e-05	1.00e-02
pe15_hs[e]	-332.91	100000.00	1543.64	-194486.06	197531.76	1.00e-05	1.00e-02
pe17_hs[e]	-326.23	100000.00	1729.04	-194300.66	197717.17	1.00e-05	1.00e-02
pcholn203_hs[e]	-355.42	125356.64	2012.62	-243716.08	247699.76	1.00e-05	1.00e-02
pailar_hs[e]	-1651.45	70710.69	493.19	-138129.44	139074.26	1.00e-05	1.00e-02
pcholn24_hs[e]	0.00	100000.00	2993.56	-193036.13	198981.69	1.00e-05	1.00e-02
pcholn261_hs[e]	-450.23	125356.64	2632.69	-243096.02	248319.83	1.00e-05	1.00e-02
pcholn281_hs[e]	-437.55	125356.64	2824.09	-242904.61	248511.23	1.00e-05	1.00e-02
pcholn28_hs[e]	-503.98	125356.64	2847.02	-242881.69	248534.16	1.00e-05	1.00e-02
pcholdoc_hs[e]	-118.06	125356.64	2518.06	-243210.65	248205.20	1.00e-05	1.00e-02
pcholeic_hs[e]	-421.85	125356.64	2035.55	-243693.15	247722.68	1.00e-05	1.00e-02
pcholet_hs[e]	-355.42	125356.64	2012.62	-243716.08	247699.76	1.00e-05	1.00e-02
pcholhep_hs[e]	0.00	100000.00	2368.04	-193661.65	198356.17	1.00e-05	1.00e-02
pchollinl_hs[e]	-434.54	125356.64	1844.14	-243884.56	247531.28	1.00e-05	1.00e-02
pelinl_hs[e]	-187.02	100000.00	1778.89	-194250.81	197767.02	1.00e-05	1.00e-02
sphmyln18114_hs[c]	-278.36	125356.64	3026.96	-242701.75	248714.10	1.00e-05	1.00e-02
sphmyln18121_hs[c]	-233.96	125356.64	3680.25	-242048.46	249367.40	1.00e-05	1.00e-02
sphmyln181221_hs[c]	-161.18	125356.64	3753.03	-241975.69	249440.17	1.00e-05	1.00e-02
sphmyln18122_hs[c]	-227.62	125356.64	3773.58	-241955.14	249460.73	1.00e-05	1.00e-02
sphmyln18123_hs[c]	-221.27	125356.65	3866.90	-241861.81	249554.05	1.00e-05	1.00e-02
sphmyln180241_hs[c]	-214.93	125356.65	3960.23	-241768.49	249647.38	1.00e-05	1.00e-02
sphmyln1824_hs[c]	-281.37	125356.65	3980.78	-241747.94	249667.93	1.00e-05	1.00e-02
sphmyln1825_hs[c]	-275.02	125356.65	4074.10	-241654.61	249761.26	1.00e-05	1.00e-02
sphmyln18115_hs[c]	-272.01	125356.64	3120.29	-242608.42	248807.43	1.00e-05	1.00e-02
sphmyln181161_hs[c]	-199.24	125356.64	3193.06	-242535.65	248880.20	1.00e-05	1.00e-02
sphmyln18116_hs[c]	-265.67	125356.64	3213.61	-242515.09	248900.76	1.00e-05	1.00e-02
sphmyln18117_hs[c]	-259.33	125356.64	3306.94	-242421.77	248994.08	1.00e-05	1.00e-02
sphmyln18118_hs[c]	-252.99	125356.64	3400.27	-242328.44	249087.41	1.00e-05	1.00e-02
sphmyln181181_hs[c]	-186.55	125356.64	3379.71	-242348.99	249066.86	1.00e-05	1.00e-02
sphmyln181201_hs[c]	-173.87	125356.64	3566.37	-242162.34	249253.52	1.00e-05	1.00e-02
sphmyln18120_hs[c]	-240.30	125356.64	3586.92	-242141.79	249274.07	1.00e-05	1.00e-02
xolest183_hs[l]	-846.07	250713.28	1625.40	-489802.31	493011.55	1.00e-05	1.00e-02
xolest182_hs[l]	-912.50	250713.28	1625.76	-489801.94	493011.91	1.00e-05	1.00e-02
tmndnc[l]	92.27	27.86	1060.33	976.03	1103.07	1.00e-05	1.00e-02
xolest205_hs[l]	-700.51	250713.28	1770.96	-489656.76	493157.10	1.00e-05	1.00e-02
crvnc[l]	171.39	32.21	1206.17	1113.36	1257.42	1.00e-05	1.00e-02
xolest226_hs[l]	-621.39	250713.28	1916.87	-489510.84	493303.02	1.00e-05	1.00e-02
maglinl_hs[e]	-392.85	22.54	1304.99	1231.12	1337.30	1.00e-05	1.00e-02
magole_hs[e]	-459.28	22.00	1327.92	1255.10	1359.17	1.00e-05	1.00e-02
magpalm_hs[e]	-538.40	19.79	1159.44	1090.97	1186.35	1.00e-05	1.00e-02
magste_hs[e]	-525.71	22.28	1350.85	1277.49	1382.64	1.00e-05	1.00e-02
magarachi_hs[e]	-247.29	27.71	1450.55	1366.54	1492.99	1.00e-05	1.00e-02
pcholmyr_hs[c]	0.00	100000.00	2044.15	-193985.54	198032.27	1.00e-05	1.00e-02
pcholole_hs[c]	0.00	100000.00	2305.10	-193724.59	198293.22	1.00e-05	1.00e-02
peole_hs[c]	-253.45	100000.00	1747.19	-194282.50	197735.32	1.00e-05	1.00e-02
pcholpalme_hs[c]	-513.66	125356.64	1617.47	-244111.23	247304.61	1.00e-05	1.00e-02
pcholpalm_hs[c]	-580.09	125356.64	1638.02	-244090.67	247325.16	1.00e-05	1.00e-02
pepalm_hs[c]	-332.57	100000.00	1581.09	-194448.61	197569.22	1.00e-05	1.00e-02
pailpalm_hs[c]	-1942.56	70710.68	145.08	-138477.55	138726.15	1.00e-05	1.00e-02
pcholste_hs[c]	0.00	100000.00	2392.09	-193637.60	198380.21	1.00e-05	1.00e-02
pchol2linl_hs[c]	-422.19	125356.64	1882.91	-243845.79	247570.04	1.00e-05	1.00e-02
pe2linl_hs[c]	-181.02	100000.00	1732.64	-194297.05	197720.77	1.00e-05	1.00e-02
pchol2ole_hs[c]	-494.97	125356.64	1810.13	-243918.57	247497.26	1.00e-05	1.00e-02
pchol2palm_hs[c]	-1323.60	103509.84	764.04	-202144.94	203631.44	1.00e-05	1.00e-02
pchol2ste_hs[c]	-567.41	125356.64	1824.68	-243904.02	247511.81	1.00e-05	1.00e-02
pcholn15_hs[c]	-586.43	125356.64	1544.70	-244184.00	247231.83	1.00e-05	1.00e-02
pcholar_hs[c]	-288.99	125356.64	1929.13	-243799.57	247616.27	1.00e-05	1.00e-02
pcholn183_hs[c]	-368.10	125356.64	1763.03	-243965.67	247450.16	1.00e-05	1.00e-02
pcholn1836_hs[c]	-368.10	125356.64	1763.03	-243965.67	247450.16	1.00e-05	1.00e-02
pcholn19_hs[c]	-561.06	125356.64	1918.01	-243810.69	247605.14	1.00e-05	1.00e-02
pcholn201_hs[c]	-488.29	125356.64	1990.78	-243737.92	247677.92	1.00e-05	1.00e-02
pcholn204_hs[c]	0.00	100000.00	2218.12	-193811.57	198206.24	1.00e-05	1.00e-02
pcholn205_hs[c]	-222.55	125356.64	1908.58	-243820.12	247595.72	1.00e-05	1.00e-02
pcholn224_hs[c]	-276.30	125356.64	2115.78	-243612.92	247802.92	1.00e-05	1.00e-02
pcholn225_hs[c]	-209.87	125356.64	2095.23	-243633.47	247782.37	1.00e-05	1.00e-02
pcholn2254_hs[c]	-209.87	125356.64	2095.23	-243633.47	247782.37	1.00e-05	1.00e-02
pcholn226_hs[c]	-143.43	125356.64	2074.68	-243654.02	247761.82	1.00e-05	1.00e-02
pear_hs[c]	-41.47	100000.00	1872.19	-194157.50	197860.33	1.00e-05	1.00e-02
pe203_hs[c]	-107.90	100000.00	1892.75	-194136.95	197880.88	1.00e-05	1.00e-02
pe226_hs[c]	0.00	100000.00	2000.65	-194029.04	197988.78	1.00e-05	1.00e-02
pe224_hs[c]	-28.78	100000.01	2058.85	-193970.85	198046.98	1.00e-05	1.00e-02
pedh203_hs[c]	-107.90	100000.00	1892.75	-194136.95	197880.88	1.00e-05	1.00e-02
pe12_hs[c]	-357.94	100000.00	1207.78	-194821.91	197195.91	1.00e-05	1.00e-02
pe14_hs[c]	-345.26	100000.00	1394.43	-194635.26	197382.56	1.00e-05	1.00e-02
pe161_hs[c]	-266.14	100000.00	1560.54	-194469.16	197548.67	1.00e-05	1.00e-02
pe13_hs[c]	-351.60	100000.00	1301.11	-194728.59	197289.23	1.00e-05	1.00e-02
pe15_hs[c]	-332.91	100000.00	1493.76	-194535.93	197481.89	1.00e-05	1.00e-02
pe17_hs[c]	-326.23	100000.00	1674.42	-194355.28	197662.55	1.00e-05	1.00e-02
pcholn203_hs[c]	-355.42	125356.64	1949.68	-243779.02	247636.82	1.00e-05	1.00e-02
pailar_hs[c]	-1651.45	70710.69	436.19	-138186.45	139017.26	1.00e-05	1.00e-02
pcholn24_hs[c]	0.00	100000.00	2913.99	-193115.69	198902.12	1.00e-05	1.00e-02
pcholn261_hs[c]	-450.23	125356.64	2550.75	-243177.96	248237.89	1.00e-05	1.00e-02
pcholn281_hs[c]	-437.55	125356.64	2737.40	-242991.30	248424.54	1.00e-05	1.00e-02
pcholn28_hs[c]	-503.98	125356.64	2757.95	-242970.75	248445.09	1.00e-05	1.00e-02
pcholdoc_hs[c]	-118.06	125356.64	2447.99	-243280.71	248135.13	1.00e-05	1.00e-02
pcholeic_hs[c]	-421.85	125356.64	1970.23	-243758.47	247657.37	1.00e-05	1.00e-02
pcholet_hs[c]	-355.42	125356.64	1949.68	-243779.02	247636.82	1.00e-05	1.00e-02
pcholhep_hs[c]	0.00	100000.00	2305.10	-193724.59	198293.22	1.00e-05	1.00e-02
pchollinl_hs[c]	-434.54	125356.64	1783.58	-243945.12	247470.71	1.00e-05	1.00e-02
pelinl_hs[c]	-187.02	100000.00	1726.64	-194303.05	197714.77	1.00e-05	1.00e-02
eidi1114ac[c]	-107.03	22.93	1415.19	1340.55	1448.27	1.00e-05	1.00e-02
hxa[c]	-328.69	5.49	149.71	109.25	148.60	1.00e-05	1.00e-02
tetdeca511ac[c]	-145.08	15.74	855.23	794.70	874.20	1.00e-05	1.00e-02
glyc2p[c]	-1320.65	4.59	-1016.43	-1055.12	-1019.31	1.00e-05	1.00e-02
aclys[c]	-494.34	10.01	201.20	151.89	208.95	1.00e-05	1.00e-02
hmcarn[c]	-331.39	16.68	363.60	301.21	384.42	1.00e-05	1.00e-02
4mtob[c]	-309.08	15.17	-4.63	-64.06	13.23	1.00e-05	1.00e-02
3mtp[c]	-142.50	12.70	205.44	150.85	218.46	1.00e-05	1.00e-02
3mtp[e]	-142.50	12.70	214.94	160.36	227.96	1.00e-05	1.00e-02
elaidcrn[e]	-680.99	75592.90	1418.97	-146772.81	149569.18	1.00e-05	1.00e-02
lnlccrn[e]	-614.56	75592.90	1396.04	-146795.73	149546.25	1.00e-05	1.00e-02
phlac[e]	-331.69	8.91	70.42	23.28	76.01	1.00e-05	1.00e-02
15HPET[e]	0.00	100000.00	1385.07	-194644.62	197373.20	1.00e-05	1.00e-02
15kprostgf2[e]	-597.67	27.35	787.41	704.11	829.14	1.00e-05	1.00e-02
21hprgnlone[e]	-1316.85	250713.27	112.91	-491314.79	491499.05	1.00e-05	1.00e-02
2oxoadp[e]	-742.72	7.35	-474.64	-518.73	-472.10	1.00e-05	1.00e-02
34hpl[c]	-540.79	11.17	-149.38	-200.95	-139.37	1.00e-05	1.00e-02
34hpl[e]	-540.79	11.17	-138.71	-190.28	-128.70	1.00e-05	1.00e-02
3hmp[c]	-493.31	3.48	-188.86	-225.37	-193.92	1.00e-05	1.00e-02
3hmp[e]	-493.31	3.48	-180.55	-217.06	-185.61	1.00e-05	1.00e-02
3hpppnohgluc[c]	0.00	100000.00	692.92	-195336.77	196681.04	1.00e-05	1.00e-02
3hpppnohgluc[e]	0.00	100000.00	711.92	-195317.77	196700.04	1.00e-05	1.00e-02
3hpppn[c]	-382.86	11.35	8.55	-43.39	18.92	1.00e-05	1.00e-02
3hpppnoh[c]	0.00	100000.00	390.69	-195639.00	196378.82	1.00e-05	1.00e-02
3hpp[e]	-519.32	9.24	-295.93	-343.72	-289.70	1.00e-05	1.00e-02
3mhis[e]	-142.13	13.91	349.04	292.09	364.42	1.00e-05	1.00e-02
3moxtyr[e]	-214.05	15.15	411.45	352.06	429.26	1.00e-05	1.00e-02
3uib[e]	-445.64	9.53	-43.52	-91.89	-36.72	1.00e-05	1.00e-02
4aabutn[e]	-493.55	6.71	-47.18	-90.02	-45.91	1.00e-05	1.00e-02
4tmeabutn[e]	-606.17	75592.90	108.71	-148083.06	148258.91	1.00e-05	1.00e-02
56dthm[e]	-266.83	14.77	90.55	31.93	107.62	1.00e-05	1.00e-02
56dura[e]	-265.25	14.87	2.81	-56.02	20.07	1.00e-05	1.00e-02
5aop[e]	-477.79	4.94	-76.96	-116.32	-79.15	1.00e-05	1.00e-02
5HPET[e]	0.00	100000.00	1385.08	-194644.61	197373.20	1.00e-05	1.00e-02
7dhchsterol[e]	-967.63	250713.28	998.29	-490429.42	492384.43	1.00e-05	1.00e-02
abt_D[e]	-766.12	10.96	-229.96	-281.14	-220.35	1.00e-05	1.00e-02
abt_D[c]	-766.12	10.96	-244.21	-295.39	-234.60	1.00e-05	1.00e-02
acglu[c]	-845.62	9.44	-454.33	-502.51	-447.71	1.00e-05	1.00e-02
acglu[e]	-845.62	9.44	-443.59	-491.77	-436.97	1.00e-05	1.00e-02
acgly[m]	-506.24	6.47	-216.81	-259.17	-216.01	1.00e-05	1.00e-02
acgly[c]	-506.24	6.47	-245.44	-287.81	-244.64	1.00e-05	1.00e-02
acgly[e]	-506.24	6.47	-238.26	-280.62	-237.46	1.00e-05	1.00e-02
aclys[e]	-494.34	10.01	220.32	171.01	228.07	1.00e-05	1.00e-02
aclys[m]	-494.34	10.01	277.46	228.15	285.21	1.00e-05	1.00e-02
acorn[e]	-473.88	11.49	151.45	99.24	162.09	1.00e-05	1.00e-02
acthr_L[m]	-652.70	6.98	-170.30	-213.66	-168.50	1.00e-05	1.00e-02
acthr_L[c]	-652.70	6.98	-217.93	-261.29	-216.13	1.00e-05	1.00e-02
acthr_L[e]	-652.70	6.98	-206.00	-249.36	-204.20	1.00e-05	1.00e-02
adpac[e]	-659.09	5.94	-301.65	-342.98	-301.89	1.00e-05	1.00e-02
adpoh[e]	-817.02	5.16	-459.59	-499.39	-461.34	1.00e-05	1.00e-02
alltn[e]	-387.40	22.80	-119.88	-194.27	-87.06	1.00e-05	1.00e-02
amet[e]	-339.34	100000.00	688.26	-195341.43	196676.38	1.00e-05	1.00e-02
and19one[e]	-1325.81	250713.27	-164.13	-491591.83	491222.01	1.00e-05	1.00e-02
pa_hs[e]	0.00	100000.00	220.44	-195809.25	196208.56	1.00e-05	1.00e-02
aracheth[e]	53.90	28.66	1751.67	1665.81	1795.97	1.00e-05	1.00e-02
biliverd[e]	-201.55	84.09	1228.01	1033.51	1380.94	1.00e-05	1.00e-02
C02356[e]	-359.86	4.70	42.22	3.32	39.55	1.00e-05	1.00e-02
C02712[e]	-341.20	15.89	194.80	133.96	214.08	1.00e-05	1.00e-02
C04717[e]	0.00	100000.00	1340.39	-194689.30	197328.51	1.00e-05	1.00e-02
C04805[e]	-132.09	24.69	1252.98	1174.89	1289.51	1.00e-05	1.00e-02
C05957[e]	-402.09	29.66	893.62	805.81	939.88	1.00e-05	1.00e-02
C06314[e]	-447.96	23.10	937.11	862.14	970.52	1.00e-05	1.00e-02
C06315[e]	-447.96	23.10	937.11	862.14	970.52	1.00e-05	1.00e-02
C11695[e]	59.68	28.15	1712.61	1627.75	1755.91	1.00e-05	1.00e-02
C14768[e]	-157.44	26.01	1227.64	1146.97	1266.74	1.00e-05	1.00e-02
C14769[e]	-157.44	26.01	1227.64	1146.97	1266.74	1.00e-05	1.00e-02
