Taxon,CSM5MCXD,CSM5MCY2,CSM67U9J,CSM67UAW,CSM67UB9
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Fusicatenibacter;s__Fusicatenibacter sp 2789STDY5834925,6408,1364,1397,1275,51
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Hungatella;s__Hungatella hathewayi,4159,396,1966,1027,44695
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Johnsonella;s__Johnsonella ignava,18,0,15,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum saburreum,4,0,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Lachnoclostridium;s__Lachnoclostridium Clostridium hylemonae,4,0,4,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Lachnoclostridium;s__Lachnoclostridium Clostridium scindens,989,7,125,25,5
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Lachnoclostridium;s__Lachnoclostridium Clostridium symbiosum,2876,580,1207,667,3709
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Lachnoclostridium;s__Lachnoclostridium Lachnoclostridium sp,0,0,0,38,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Lachnospra;s__Lachnospra Lachnospra sp,5232,16387,2262,16861,396
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Lachnospra;s__Lachnospra eligens,0,250,0,472,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Lacrimispra;s__Lacrimispra indolis,0,0,0,10,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Marvinbryantia;s__Marvinbryantia formatexigens,6,31,5,10,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Mediterraneibacter;s__Mediterraneibacter Blautia torques,3656,1054,1158,1041,135777
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Mediterraneibacter;s__Mediterraneibacter Ruminococcus lactaris,2457,44,807,93,21
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Mediterraneibacter;s__Mediterraneibacter faecis,253,306,85,0,6
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Mediterraneibacter;s__Mediterraneibacter gnavus,860,50,493,51,1065
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Mediterraneibacter;s__Mediterraneibacter massiliensis,41,0,18,13,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Muricomes;s__Muricomes intestini,0,8,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Murimonas;s__Murimonas intestini,6,27,0,6,10
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Oribacterium;s__Oribacterium parvum,0,0,0,5,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Oribacterium;s__Oribacterium sinus,8,0,0,13,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis,29,0,15,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Robinsoniella;s__Robinsoniella peoriensis,0,0,83,0,22
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Roseburia;s__Roseburia Roseburia sp,628,2302,687,728,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Roseburia;s__Roseburia faecis,5165,1577,1513,1176,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Roseburia;s__Roseburia hominis,639,1856,402,745,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Roseburia;s__Roseburia intestinalis,1489,4627,417,4579,81
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Roseburia;s__Roseburia inulinivorans,5046,1552,943,2709,29
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Sellimonas;s__Sellimonas intestinalis,208,139,29,61,15
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Stomatobaculum;s__Stomatobaculum longum,0,7,4,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnosprales;f__Lachnospraceae;g__Tyzzerella;s__Tyzzerella Tyzzerella nexilis,2119,1136,752,903,413
k__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus,2443,2196,1650,1923,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia timonensis,0,782,0,83,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__;s__ bacterium,24340,0,19983,351,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile,52,43,18,16,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Faecalimicrobium;s__Faecalimicrobium dakarense,0,41,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii,16,46,6,294,15
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptacetobacter;s__Peptacetobacter hiranonis,0,86,0,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus anaerobius,0,0,178,0,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__Peptostreptococcus stomatis,0,0,0,26,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisprobacter;s__Terrisprobacter glycolicus,0,0,0,12,0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisprobacter;s__Terrisprobacter othiniensis,0,14,0,14,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Coprobacillus;s__Coprobacillus Coprobacillus sp,3941,1176,4066,1076,1119
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Coprobacillus;s__Coprobacillus cateniformis,42,11,18,0,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Coprobacillus;s__Coprobacillus sp 8 2 54BFAA,480,20,89,21,12
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Coprobacillus;s__Coprobacillus sp K06,10,0,0,24,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia ramosa,66,0,37,0,8
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia sp,0,0,0,6,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia sproformis,0,0,0,62,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__ Clostridium innocuum,88487,32582,71729,25187,13040
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__ Erysipelotrichaceae bacterium,190387,1798,168996,4116,5099
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__ bacterium,10187,35398,15704,59544,21915
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__ bacterium 2 2 44A,0,0,0,7833,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__ bacterium 21,203,11563,0,4381,470
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__ bacterium 5 2 54FAA,1188,37,164,135,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__;s__ bacterium I46,1410,0,0,0,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacillus;s__Amedibacillus dolichus,5,14,0,0,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Amedibacterium;s__Amedibacterium intestinale,224,0,102,0,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalitalea;s__Faecalitalea cylindroides,4,21,0,17,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__Holdemanella biformis,32,11,8,7,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis,1840,955,626,290,4
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania massiliensis,0,7,0,56,7
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena caecimuris,42,85,17,212,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massilimicrobiota;s__Massilimicrobiota timonensis,0,0,0,6,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter;s__Merdibacter massiliensis,12,73,0,19,46
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__Solobacterium moorei,0,0,0,35,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis,0,0,0,59,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sp H121,0,43,0,45,0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sp HGF1,0,0,0,32,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium,8,37130,0,0,30861
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella;s__Mitsuokella jalaludinii,5,0,0,0,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__;s__ bacterium,3423,763,2057,122,664
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Allisonella;s__Allisonella histaminiformans,0,0,0,0,3113
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Anaeroglobus;s__Anaeroglobus geminatus,27,0,8,6,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Colibacter;s__Colibacter massiliensis,12,0,0,0,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister invisus,67967,4,34423,30707,91
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister micraerophilus,4,0,0,0,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister pneumosintes,0,0,0,285,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister succinatiphilus,5,0,0,0,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megaspaera;s__Megaspaera Megaspaera sp,119,19,88,100,1010
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megaspaera;s__Megaspaera massiliensis,0,400,0,0,5926
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megaspaera;s__Megaspaera micronuciformis,9,6,0,0,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella atypica,133,291,66,94,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella denticariosi,0,6,0,0,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispr,29,362,15,25,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella montpellierensis,51,0,13,0,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula,86,523,41,127,19
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella seminalis,0,4,0,40,5
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp ACP1,23,57,0,22,0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella sp oral taxon 158,32,126,0,17,0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus obesiensis,0,0,0,22,0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus vaginalis,0,0,0,25,0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia;s__Finegoldia magna,0,0,6,0,0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Murdochiella;s__Murdochiella massiliensis,11,0,0,0,0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Murdochiella;s__Murdochiella vaginalis,9,0,23,15,0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas sp oral taxon 110,5,0,0,0,0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus Peptoniphilus sp,0,5,0,0,0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus harei,0,0,15,0,0
k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus lacrimalis,0,0,0,27,0
k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium Fusobacterium sp,20,10,16,50,0
k__Bacteria;p__Lentispaerota;c__Lentispaeria;o__Victivallales;f__Victivallaceae;g__Victivallis;s__Victivallis vadensis,67,1053,34,0,0
k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas paucimobilis,0,50,0,0,0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Alcaligenes;s__Alcaligenes faecalis,0,10,0,0,0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Delftia;s__Delftia acidovorans,0,0,0,10,0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;s__Oxalobacter formigenes,0,709,0,1004,0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Oxalobacter;s__Oxalobacter paraformigenes,0,5,0,7,0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterella excrementihominis,14,16310,0,5,4
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella wadsworthensis,9,25,0,9,16
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Turicimonas;s__Turicimonas muris,0,11,0,0,0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria flavescens,0,0,21,0,0
k__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria mucosa,0,0,21,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__;s__ bacterium,26,146,63,11,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter freundii,0,0,0,38,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter portucalensis,0,0,0,5,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter;s__Citrobacter sp FDAARGOS 156,0,4,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Cronobacter;s__Cronobacter sakazakii,0,0,4,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter cloacae,0,0,0,6,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei,0,40,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter kobei,0,71,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter ludwigii,0,32,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli,3566,2358,20769,13210,54
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia fergusonii,0,0,60,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia marmotae,0,0,415,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella oxytoca,0,0,15,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae,23,205,1851,53,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella sp 4 1 44FAA,0,0,205,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Raoultella;s__Raoultella ornithinolytica,0,13,14,7,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Salmonella;s__Salmonella enterica,0,0,220,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella flexneri,0,0,0,70,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;s__Pantoea agglomerans,0,32,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Morganella;s__Morganella morganii,0,0,32,9,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia,0,0,5,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii,0,0,0,0,14
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter lwoffii,0,6,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter aphrophilus,0,10,0,4,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter segnis,0,7,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus aegyptius,0,0,35,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus haemolyticus,0,28,109,14,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae,0,29,15,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus parainfluenzae,0,3443,203,209,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus paraphrohaemolyticus,0,5,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus pittmaniae,0,9,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus sptorum,0,16,4,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Ectopseudomonas;s__Ectopseudomonas mendocina,0,0,53,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Ectopseudomonas;s__Ectopseudomonas oleovorans,0,14,33,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas fragi,0,9,0,0,0
k__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri,0,0,21,0,0
k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__Minimicrobia;s__Minimicrobia Minimicrobia vallesae,13,0,8,29,0
k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Pyramidobacter;s__Pyramidobacter piscolens,17,0,15,5,0
k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus evryensis,0,28,0,83,0
k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus porcorum,0,0,0,30,0
k__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Synergistes;s__Synergistes sp 3 1 syn1,0,111,0,490,0
k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia,0,4719,5,270,80
k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio desulfuricans,0,114,0,0,0
k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio legallii,0,13496,0,0,0
k__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio piger,0,0,5,0,0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila,15175,60,15270,0,5
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp KLE1798,5984,0,5983,0,0
