Var1 Var2 Var3
r2302_f NaN 0
r2303_f NaN 0
r2304_f NaN 0
r2305_f NaN 0
r2306_f NaN 0
r2307_f NaN 0
r2308_f -5.037320137 0.03181082
r2309_f -5.037320137 0.03181082
r2310_f -5.037320137 0.03181082
r2311_f -5.037320137 0.03181082
r2312_f -5.037320137 0.03181082
r2313_f -0.932537046 0.116161347
r2314_f -0.932537046 0.116161347
r2315_f -0.932537046 0.116161347
r2316_f -0.932537046 0.116161347
r2317_f -0.932537046 0.116161347
r2318_f -0.932537046 0.116161347
r2319_f -0.932537046 0.116161347
r2320_f -0.932537046 0.116161347
r2321_f -0.932537046 0.116161347
r2322_f -0.932537046 0.116161347
r2323_f -0.932537046 0.116161347
r2324_f -0.932537046 0.116161347
r2325_f -0.932537046 0.116161347
r2326_f -0.932537046 0.116161347
r2327_f -0.932537046 0.116161347
r2328_f -0.932537046 0.116161347
r2329_f -0.932537046 0.116161347
r2330_f -0.932537046 0.116161347
r2331_f -0.932537046 0.116161347
r2332_f -0.932537046 0.116161347
r2333_f -0.932537046 0.116161347
r2334_f -0.932537046 0.116161347
r2335_f -0.932537046 0.116161347
r2338_f 1.441470032 0.051771045
r2341_f 0.627780094 0.569140918
r2342_f 0.627780094 0.569140918
r2343_f 0.627780094 0.569140918
r2344_f 0.627780094 0.569140918
r2346_f 0.627780094 0.569140918
r2347_f 0.627780094 0.569140918
r2352_f 0.627780094 0.569140918
r2353_f 0.627780094 0.569140918
r2354_f 0.627780094 0.569140918
r2355_f 0.627780094 0.569140918
r2356_f 0.627780094 0.569140918
r2357_f 0.627780094 0.569140918
r2358_f 0.627780094 0.569140918
r2359_f 0.627780094 0.569140918
r2360_f 0.627780094 0.569140918
r2361_f 0.627780094 0.569140918
r2362_f 0.627780094 0.569140918
r2363_f 0.627780094 0.569140918
r2364_f 0.627780094 0.569140918
r2365_f 0.627780094 0.569140918
r2366_f 0.627780094 0.569140918
r2367_f 0.627780094 0.569140918
r2368_f 0.627780094 0.569140918
r2369_f 0.627780094 0.569140918
r2370 2.526168852 0.015157145
r2371_f 0.370232662 0.435586439
r2372_f 0.370232662 0.435586439
r2373_f 0.370232662 0.435586439
r2374_f 0.370232662 0.435586439
r2375_f 0.370232662 0.435586439
r2376_f 0.370232662 0.435586439
r2377_f 0.370232662 0.435586439
r2378_f 0.370232662 0.435586439
r2379_f 0.370232662 0.435586439
r2380_f 0.370232662 0.435586439
r2381 0.370232662 0.435586439
r2382 0.370232662 0.435586439
r2384 0.370232662 0.435586439
r2385 0.370232662 0.435586439
r2386 0.370232662 0.435586439
r2387 0.370232662 0.435586439
r2388 0.370232662 0.435586439
r2389 0.370232662 0.435586439
r2390 0.370232662 0.435586439
r2391 0.370232662 0.435586439
r2392 0.370232662 0.435586439
r2393 0.370232662 0.435586439
r2394 0.370232662 0.435586439
r2395 NaN 0
r2396 NaN 0
r2397 NaN 0
r2398 NaN 0
r2399 NaN 0
r2400 NaN 0
r2401 NaN 0
r2402 NaN 0
r2403 NaN 0
r2404 NaN 0
r2405 NaN 0
r2406 NaN 0
r2407 NaN 0
r2408 NaN 0
r2409 NaN 0
r2410 NaN 0
r2411 NaN 0
r2413 NaN 0
r2416 NaN 0
r2419 1.866645327 0.002076945
r2420_f 1.866645327 0.002076945
r2425 0.930899403 0.100058439
r2433 -1.09333651 0.025109277
r2434 -1.09333651 0.025109277
r2436 -1.09333651 0.025109277
r2437 -1.09333651 0.025109277
r2438 -1.09333651 0.025109277
r2444 NaN 0
r2447 0.023298871 0.981263397
r2449 -0.299912606 0.726611781
r2465 1.159229724 0.195009101
r2471 -1.150939037 0.054337766
r2472 1.674345848 0.001395808
r2473 0.992930888 0.000890335
r2482_f -5.037320137 0.03181082
r2483_f -5.037320137 0.03181082
r2484_f -5.037320137 0.03181082
r2485_f -5.037320137 0.03181082
r2486_f -5.037320137 0.03181082
r2487_f -5.037320137 0.03181082
r2488_f -5.037320137 0.03181082
r2489_f -5.037320137 0.03181082
r2490_f -5.037320137 0.03181082
r2491_f -5.037320137 0.03181082
r2492_f -5.037320137 0.03181082
r2493_f -5.037320137 0.03181082
r2494_f -5.037320137 0.03181082
r2495_f -5.037320137 0.03181082
r2496_f -5.037320137 0.03181082
r2499 NaN 0
r2501 NaN 0
r2502 NaN 0
r2503 NaN 0
r2505 NaN 0
r2506_f NaN 0
r2507_f NaN 0
r2508_f NaN 0
r2509_f NaN 0
r2510_f NaN 0
r2511_f NaN 0
r2512 NaN 0
r2513 NaN 0
r2514_f NaN 0
r2515 NaN 0
r2516_f -0.81173855 0.213973073
r2517 NaN 0
r2518 NaN 0
r2519_f NaN 0
r2520_f 1.056056814 0.021638018
r2521_f NaN 0
r2525_f -0.861308557 0.089641456
r2526_f -0.861308557 0.089641456
r2532_f -0.861308557 0.089641456
r2534_f -0.861308557 0.089641456
r2535_f -0.861308557 0.089641456
r2537_f NaN 0
r2538_f NaN 0
r2539_f NaN 0
RE3477C_f NaN 0
CITt4_4_f -1.819741862 0.113513224
GLYt7_311_r_f NaN 0
HCO3_NAt_f 0.518398611 0.417167965
INSTt4_2_f 1.728261205 0.021395271
PIt8_f 0.657827843 0.055441923
PIt9_f 2.74729112 0.013006748
PROt4_2_r_f NaN 0
CYOOm3 -0.190023366 0.698775307
2MB2COAc_f NaN 0
3HBCOARc_f NaN 0
ADPACTD_f NaN 0
BCRNe NaN 0
C101CRNe NaN 0
C10CRNe NaN 0
C10DCCACT_f -1.09333651 0.025109277
C10DCe NaN 0
C12DCTD_f NaN 0
C12DCe NaN 0
C141ACBP_f NaN 0
C141OHe NaN 0
C142ACBP_f NaN 0
C142OHe NaN 0
C162ACBP_f NaN 0
C162OHe NaN 0
C16DCe NaN 0
C16txc NaN 0
C2tcx_f -1.09333651 0.025109277
C3DCe NaN 0
C4CRNe NaN 0
C4DCCACT_f -1.09333651 0.025109277
C4DCe NaN 0
C4tcx_f -1.09333651 0.025109277
C4tmc_f -1.09333651 0.025109277
C5DCe NaN 0
C6CRNe NaN 0
C6CRNtcx_f -1.09333651 0.025109277
C6DCCACT_f -1.09333651 0.025109277
C6DCe NaN 0
C81CRNe NaN 0
C8CRNe NaN 0
C8DCe NaN 0
C9BRxtc_f -1.09333651 0.025109277
DCATDc_f 0.229716005 0.824115339
DCATDr_f NaN 0
DCSPTN1COAtxc NaN 0
DDCRNe NaN 0
DDECCRNe NaN 0
DDECE1CRNe NaN 0
DECCRNe NaN 0
DECDICRNe NaN 0
DOCO13ECOAtxc NaN 0
DOCO13EFATP 1.490642723 0.009174068
DOCOSACTDe_f NaN 0
DOCOSACTDr_f NaN 0
DOCOSADIACTD_f NaN 0
DOCOSCOAtxc NaN 0
DOCOSDIACTD_f NaN 0
FAOXC12DCTc_f -1.09333651 0.025109277
GLUTCOAACBP_f NaN 0
HDCACBP_f NaN 0
HDDACBP_f NaN 0
HDECAACBP_f NaN 0
HDECEACBP_f NaN 0
HEDCECRNe NaN 0
HEXCOAACBP NaN 0
HEXDCRNe NaN 0
HEXDIACTD_f NaN 0
HEXDICOAACBP_f NaN 0
HEXDICOAACBPx NaN 0
HIVCACBP_f NaN 0
HIVCRNe NaN 0
HOCDACBP_f NaN 0
HOCTDACBP_f NaN 0
HOCTDEC2CRNe NaN 0
HOCTDECCRNe NaN 0
HTDCACBP_f NaN 0
HTDCRNe NaN 0
IVCOAACBP NaN 0
IVCRNe NaN 0
LGNCCOAtcx NaN 0
NRVNCCOAtxc NaN 0
OCD11CRNCACT_f NaN 0
OCT11EFATP 1.490642723 0.009174068
OCTDEC2ACBP_f NaN 0
OCTDECCACT_f -1.09333651 0.025109277
OCTDECE1CRNe NaN 0
OMHDEACIDTD_f NaN 0
OMHDOCOSACTD_f NaN 0
OMHPALTD_f NaN 0
PRISTCOAtcx NaN 0
SCP21cx NaN 0
SEBACIDTD_f NaN 0
STCOATxc NaN 0
STRDNCCOAtxc NaN 0
SUBEACTD_f NaN 0
SUBERCACT_f -1.09333651 0.025109277
SUCCTD_f NaN 0
TDCRNe NaN 0
TETDEC2CRNe NaN 0
TETDECE1CRNe NaN 0
TIGCRNe NaN 0
34DHPHELAT1tc NaN 0
4OHPROIMINOtc -0.623882559 0.506979051
ALAALAPEPT1tc 2.835972985 0.076434622
ALAATB0tc -2.207691174 0.279642326
ALAyLATthc -1.845079265 0.00755809
ARGATB0tc -2.207691174 0.279642326
ASCBSVCTtc 2.526168852 0.015157145
ASNATB0tc -2.207691174 0.279642326
ASNPHELAT2tc 1.296007452 0.001108884
BALABETAtc -0.329311908 0.386173954
BALAPAT1tc -1.150939037 0.054337766
BTNTe NaN 0
CARPEPT1tc 2.835972985 0.076434622
CARhPTtc -0.381640064 0.210079691
CBLtle NaN 0
CHOLESTTDe NaN 0
CYSATB0tc -2.207691174 0.279642326
CYSPHELAT2tc NaN 0
CYSSNAT5tc_f 0.480947654 0.489773524
CYSTALArBATtc -1.01233635 0.109296142
CYSTLEUrBATtc -1.01233635 0.109296142
FOLTle 0.419438306 0.407981174
GALSGLT1le 0.28980574 0.854879857
GLCSGLT1le 0.28980574 0.854879857
GLNATB0tc -2.207691174 0.279642326
GLNyLATthc -1.845079265 0.00755809
GLYGLYPEPT1tc 2.835972985 0.076434622
GLYLEUPEPT1tc 2.835972985 0.076434622
GLYPHEPEPT1tc 2.835972985 0.076434622
GLYPROPEPT1tc 2.835972985 0.076434622
GLYSARPEPT1tc 2.835972985 0.076434622
GLYSNAT5tc_f 0.480947654 0.489773524
HIShPTtc -0.381640064 0.210079691
HISyLATtc -1.845079265 0.00755809
HISyLATthc -1.845079265 0.00755809
HPETFABP1tc_f NaN 0
ILEATB0tc -2.207691174 0.279642326
ILELAT1tc NaN 0
ILEPHELAT2tc NaN 0
LEUATB0tc -2.207691174 0.279642326
LEUGLYPEPT1tc 2.835972985 0.076434622
LEULEUPEPT1tc 2.835972985 0.076434622
LEUPHELAT2tc_f NaN 0
LEUyLAThtc -1.845079265 0.00755809
LINOFATPtc NaN 0
LYSATB0tc -2.207691174 0.279642326
METATB0tc -2.207691174 0.279642326
METyLATthc -1.845079265 0.00755809
MTHFTe NaN 0
NACDe NaN 0
NACHORCTL3le NaN 0
NCAMDe NaN 0
OCDEAFABP1tc_f NaN 0
ORNALArBATtc -1.01233635 0.109296142
ORNLEUrBATtc -1.01233635 0.109296142
PCHOLHSTDe NaN 0
PHEATB0tc -2.207691174 0.279642326
PHEyLATthc -1.845079265 0.00755809
PMTCOAFABP1tc_f NaN 0
PNTORDe NaN 0
PROGLYPEPT1tc 2.835972985 0.076434622
PROIMINOtc -0.623882559 0.506979051
RIBFLVte 2.186165763 5.79e-05
SBTle NaN 0
SERATB0tc -2.207691174 0.279642326
TAGHSTDe NaN 0
TAUBETAtc -0.329311908 0.386173954
TAUPAT1c -1.150939037 0.054337766
THMATPe NaN 0
THRATB0tc -2.207691174 0.279642326
THRPHELAT2tc NaN 0
TRPATB0tc -2.207691174 0.279642326
TYRATB0tc -2.207691174 0.279642326
TYRPHELAT2tc NaN 0
VALATB0tc -2.207691174 0.279642326
VALLAT1tc NaN 0
VALPHELAT2tc NaN 0
VITEtl NaN 0
VITKtl NaN 0
XOLEST2HSTDle NaN 0
1a25DHVITD3TRn NaN 0
3AIB_Dtm_f NaN 0
3HCO3_NAt_f -3.942192148 0.012126889
4ABUTtcn NaN 0
4HPROLTASCT1 2.0579009 0.020019839
5MTHFt2le_f NaN 0
ADNt5le -2.050884243 0.248893883
AHCYStd_f NaN 0
ALA-DTDe NaN 0
AMETtd_f NaN 0
ASPDTDe_f NaN 0
ASPPROASCT1 2.0579009 0.020019839
ASPte NaN 0
CHSTEROLtrc_f NaN 0
CRNrtx_f NaN 0
CYTDt5le -2.050884243 0.248893883
Coqe_f NaN 0
DATPtm NaN 0
DCTPtm NaN 0
DGTPtm NaN 0
DHAPtc NaN 0
DTTPtm NaN 0
FADtm_f NaN 0
FE2DMT1 0.649381502 0.10572376
FE3MTP1 -1.151295387 0.217280758
FOLt2le_f NaN 0
FRDPtcr_f NaN 0
GLCGLUT2 NaN 0
GLUPROASCT1 2.0579009 0.020019839
GLY3Pt NaN 0
GLYC3Ptmc_f NaN 0
GLYCTDle_f NaN 0
GSNt5le -2.050884243 0.248893883
INSt5le -2.050884243 0.248893883
KHte_f NaN 0
LACLt NaN 0
MAL_Ltx_f NaN 0
NADtm_f NaN 0
NADtx_f NaN 0
NODe_f NaN 0
PHEMEe NaN 0
PPItm_f NaN 0
PRO_Dtde_f NaN 0
PTCRTD_f NaN 0
Q10H2e_f NaN 0
RTOTALFATPc NaN 0
SFCYSe_f NaN 0
SPMTDe_f NaN 0
SPRMTDe_f 1.441470032 0.051771045
TAURCHAe NaN 0
THMDt5le -2.050884243 0.248893883
URIt5le -2.050884243 0.248893883
q10h2tc_f NaN 0
q10tm_f NaN 0
34HPPte_f NaN 0
3MOBte_f NaN 0
3MOPte_f NaN 0
4HPRO_LTte_f NaN 0
4MOPte_f NaN 0
5MTAte_f NaN 0
5OXPROt_f NaN 0
AHCYSte_f NaN 0
AICARte_f NaN 0
ANTHte_f NaN 0
CBASPte_f NaN 0
MAL_Lte_f NaN 0
OROTGLUt_f NaN 0
IDOURte_f NaN 0
Tyr_ggnt NaN 0
fumt_f NaN 0
xmpt_f NaN 0
dcmpt_f NaN 0
HC00342te_f NaN 0
glyc3pte_f NaN 0
DM_13_cis_oretn_n_ NaN 0
DM_13_cis_retn_n_ NaN 0
DM_Asn_X_Ser_Thr_ly_ NaN 0
DM_avite1_c_ NaN 0
DM_avite2_c_ NaN 0
DM_bvite_c_ NaN 0
DM_core5_g_ NaN 0
DM_core7_g_ NaN 0
DM_core8_g_ NaN 0
DM_datp_m_ NaN 0
DM_datp_n_ NaN 0
DM_dctp_m_ NaN 0
DM_dctp_n_ NaN 0
DM_dem2emgacpail_prot_hs_r_ NaN 0
DM_dgpi_prot_hs_r_ NaN 0
DM_dgtp_m_ NaN 0
DM_dgtp_n_ NaN 0
DM_dttp_m_ NaN 0
DM_dttp_n_ NaN 0
DM_ethamp_r_ NaN 0
DM_gncore2_g_ NaN 0
DM_gpi_sig_er_ NaN 0
DM_hretn_n_ NaN 0
DM_mem2emgacpail_prot_hs_r_ NaN 0
DM_n5m2masn_g_ NaN 0
DM_oretn_n_ NaN 0
DM_Ser_Thr_ly_ NaN 0
DM_Ser_Gly_Ala_X_Gly_ly_ NaN 0
DM_sprm_c_ NaN 0
DM_T_antigen_g_ NaN 0
DM_yvite_c_ NaN 0
sink_citr(c)_f NaN 0
sink_pre_prot(r)_f NaN 0
sink_c81coa(c)_f NaN 0
sink_dd2coa(c)_f NaN 0
sink_decdicoa(c)_f NaN 0
sink_octdececoa(c)_f NaN 0
sink_tetdece1coa(c)_f NaN 0
DM_1a25dhvitd3(n) NaN 0
DM_4abut(n) NaN 0
DM_5hpet(r) NaN 0
DM_taur(c) NaN 0
DM_pe_hs(r) NaN 0
DM_pmtcoa(r) NaN 0
sink_5hpet(c)_f NaN 0
DM_4hrpo NaN 0
DM_Lcystin NaN 0
DM_anth NaN 0
DM_btn NaN 0
DM_fol NaN 0
DM_ncam NaN 0
DM_pnto_R NaN 0
EX_10fthf(e)_f NaN 0
EX_11_cis_retfa(e)_f NaN 0
EX_13_cis_retnglc(e)_f NaN 0
EX_1glyc_hs(e)_f NaN 0
EX_1mncam(e)_f NaN 0
EX_2425dhvitd2(e)_f NaN 0
EX_2425dhvitd3(e)_f NaN 0
EX_24nph(e)_f NaN 0
EX_25hvitd2(e)_f NaN 0
EX_25hvitd3(e)_f NaN 0
EX_2hb(e)_f NaN 0
EX_2mcit(e)_f NaN 0
EX_34dhoxpeg(e)_f NaN 0
EX_34dhphe(e)_f NaN 0
EX_35cgmp(e)_f NaN 0
EX_3aib(e)_f NaN 0
EX_3aib_D(e)_f NaN 0
EX_3mlda(e)_f NaN 0
EX_4abut(e)_f NaN 0
EX_4hdebrisoquine(e)_f NaN 0
EX_4hphac(e)_f NaN 0
EX_4mptnl(e)_f NaN 0
EX_4mtolbutamide(e)_f NaN 0
EX_4nph(e)_f NaN 0
EX_4nphsf(e)_f NaN 0
EX_4pyrdx(e)_f NaN 0
EX_5adtststerone(e)_f NaN 0
EX_5adtststeroneglc(e)_f NaN 0
EX_5fthf(e)_f NaN 0
EX_5homeprazole(e)_f NaN 0
EX_5htrp(e)_f NaN 0
EX_5mthf(e)_f NaN 0
EX_6htststerone(e)_f NaN 0
EX_9_cis_retfa(e)_f NaN 0
EX_abt(e)_f NaN 0
EX_ac(e)_f NaN 0
EX_acac(e)_f NaN 0
EX_acald(e)_f NaN 0
EX_acetone(e)_f NaN 0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_f NaN 0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_f NaN 0
EX_acgam(e)_f NaN 0
EX_ach(e)_f NaN 0
EX_ade(e)_f NaN 0
EX_adn(e)_f NaN 0
EX_adp__f NaN 0
EX_adprbp(e)_f NaN 0
EX_adprib(e)_f NaN 0
EX_adrn(e)_f NaN 0
EX_adrnl(e)_f NaN 0
EX_aflatoxin(e)_f NaN 0
EX_ahandrostanglc(e)_f NaN 0
EX_ak2lgchol_hs(e)_f NaN 0
EX_akg(e)_f NaN 0
EX_ala_B(e)_f NaN 0
EX_ala_D(e)_f NaN 0
EX_ala_L(e)_f NaN 0
EX_aldstrn(e)_f NaN 0
EX_amp(e)_f NaN 0
EX_andrstrn(e)_f NaN 0
EX_andrstrnglc(e)_f NaN 0
EX_antipyrene(e)_f NaN 0
EX_apnnox(e)_f NaN 0
EX_appnn(e)_f NaN 0
EX_aprgstrn(e)_f NaN 0
EX_aqcobal(e)_f NaN 0
EX_arab_L(e)_f NaN 0
EX_arach(e)_f NaN 0
EX_arachd(e)_f NaN 0
EX_arg_L(e)_f NaN 0
EX_ascb_L(e)_f NaN 0
EX_asn_L(e)_f NaN 0
EX_asp_D(e)_f NaN 0
EX_asp_L(e)_f NaN 0
EX_atp(e)_f NaN 0
EX_avite1(e)_f NaN 0
EX_avite2(e)_f NaN 0
EX_bhb(e)_f NaN 0
EX_bildglcur(e)_f NaN 0
EX_bilglcur(e)_f NaN 0
EX_bilirub(e)_f NaN 0
EX_biocyt(e)_f NaN 0
EX_btn(e)_f NaN 0
EX_but(e)_f NaN 0
EX_bvite(e)_f NaN 0
EX_bz(e)_f NaN 0
EX_ca2(e)_f NaN 0
EX_camp(e)_f NaN 0
EX_caro(e)_f NaN 0
EX_carveol(e)_f NaN 0
EX_cgly(e)_f NaN 0
EX_chol(e)_f NaN 0
EX_cholate(e)_f NaN 0
EX_chsterol(e)_f NaN 0
EX_chtn(e)_f NaN 0
EX_cit(e)_f NaN 0
EX_cl(e)_f NaN 0
EX_CLPND(e)_f NaN 0
EX_cmp(e)_f NaN 0
EX_co(e)_f NaN 0
EX_co2(e)_f NaN 0
EX_coumarin(e)_f NaN 0
EX_creat(e)_f NaN 0
EX_crmp_hs(e)_f NaN 0
EX_crn(e)_f NaN 0
EX_crtsl(e)_f NaN 0
EX_crtstrn(e)_f NaN 0
EX_crvnc(e)_f NaN 0
EX_csn(e)_f NaN 0
EX_cyan(e)_f NaN 0
EX_cys_L(e)_f NaN 0
EX_cytd(e)_f NaN 0
EX_dad_2(e)_f NaN 0
EX_dag_hs(e)_f NaN 0
EX_dcsptn1(e)_f NaN 0
EX_dcyt(e)_f NaN 0
EX_debrisoquine(e)_f NaN 0
EX_dgchol(e)_f NaN 0
EX_dgsn(e)_f NaN 0
EX_dhdascb(e)_f NaN 0
EX_dheas(e)_f NaN 0
EX_dhf(e)_f NaN 0
EX_digalsgalside_hs(e)_f NaN 0
EX_din(e)_f NaN 0
EX_dlnlcg(e)_f NaN 0
EX_dmantipyrine(e)_f NaN 0
EX_dmhptcrn(e)_f NaN 0
EX_dopa(e)_f NaN 0
EX_dopasf(e)_f NaN 0
EX_drib(e)_f NaN 0
EX_duri(e)_f NaN 0
EX_eaflatoxin(e)_f NaN 0
EX_ebastine(e)_f NaN 0
EX_ebastineoh(e)_f NaN 0
EX_eicostet(e)_f NaN 0
EX_elaid(e)_f NaN 0
EX_estradiol(e)_f NaN 0
EX_estradiolglc(e)_f NaN 0
EX_estriolglc(e)_f NaN 0
EX_estroneglc(e)_f NaN 0
EX_estrones(e)_f NaN 0
EX_etoh(e)_f NaN 0
EX_fe2(e)_f NaN 0
EX_fe3(e)_f NaN 0
EX_fol(e)_f NaN 0
EX_for(e)_f NaN 0
EX_fru(e)_f NaN 0
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_f NaN 0
EX_fuc14galacglcgalgluside_hs(e)_f NaN 0
EX_fucacgalfucgalacglcgalgluside_hs(e)_f NaN 0
EX_fucacngal14acglcgalgluside_hs(e)_f NaN 0
EX_fucfuc12gal14acglcgalgluside_hs(e)_f NaN 0
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_f NaN 0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_f NaN 0
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_f NaN 0
EX_fucfucgalacglcgalgluside_hs(e)_f NaN 0
EX_fucgal14acglcgalgluside_hs(e)_f NaN 0
EX_fucgalfucgalacglcgalgluside_hs(e)_f NaN 0
EX_fucgalgbside_hs(e)_f NaN 0
EX_fuc_L(e)_f NaN 0
EX_gal(e)_f NaN 0
EX_galacglcgalgbside_hs(e)_f NaN 0
EX_galfuc12gal14acglcgalgluside_hs(e)_f NaN 0
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_f NaN 0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_f NaN 0
EX_galgalgalthcrm_hs(e)_f NaN 0
EX_gam(e)_f NaN 0
EX_gbside_hs(e)_f NaN 0
EX_gchola(e)_f NaN 0
EX_gdp(e)_f NaN 0
EX_glc(e)_f NaN 0
EX_gln_L(e)_f NaN 0
EX_gluala(e)_f NaN 0
EX_glu_L(e)_f NaN 0
EX_gly(e)_f NaN 0
EX_glyb(e)_f NaN 0
EX_glyc(e)_f NaN 0
EX_glyc_S(e)_f NaN 0
EX_glygn2(e)_f NaN 0
EX_glygn4(e)_f NaN 0
EX_glygn5(e)_f NaN 0
EX_gmp(e)_f NaN 0
EX_gsn(e)_f NaN 0
EX_gt1a_hs(e)_f NaN 0
EX_gthox(e)_f NaN 0
EX_gthrd(e)_f NaN 0
EX_gtp(e)_f NaN 0
EX_gua(e)_f NaN 0
EX_h(e)_f NaN 0
EX_h2o(e)_f NaN 0
EX_h2o2(e)_f NaN 0
EX_ha(e)_f NaN 0
EX_ha_pre1(e)_f NaN 0
EX_hco3(e)_f NaN 0
EX_hcoumarin(e)_f NaN 0
EX_hdca(e)_f NaN 0
EX_hdcea(e)_f NaN 0
EX_hestratriol(e)_f NaN 0
EX_hexc(e)_f NaN 0
EX_his_L(e)_f NaN 0
EX_hista(e)_f NaN 0
EX_hom_L(e)_f NaN 0
EX_hpdca(e)_f NaN 0
EX_htaxol(e)_f NaN 0
EX_hxan(e)_f NaN 0
EX_i(e)_f NaN 0
EX_idp(e)_f NaN 0
EX_ile_L(e)_f NaN 0
EX_imp(e)_f NaN 0
EX_inost(e)_f NaN 0
EX_ins(e)_f NaN 0
EX_k(e)_f NaN 0
EX_lac_D(e)_f NaN 0
EX_lac_L(e)_f NaN 0
EX_lcts(e)_f NaN 0
EX_Lcystin(e)_f NaN 0
EX_leuktrA4(e)_f NaN 0
EX_leuktrB4(e)_f NaN 0
EX_leuktrC4(e)_f NaN 0
EX_leuktrD4(e)_f NaN 0
EX_leuktrE4(e)_f NaN 0
EX_leuktrF4(e)_f NaN 0
EX_leu_L(e)_f NaN 0
EX_lgnc(e)_f NaN 0
EX_limnen(e)_f NaN 0
EX_lipoate(e)_f NaN 0
EX_lnlc(e)_f NaN 0
EX_lnlnca(e)_f NaN 0
EX_lnlncg(e)_f NaN 0
EX_lpchol_hs(e)_f NaN 0
EX_lys_L(e)_f NaN 0
EX_mag_hs(e)_f NaN 0
EX_malt(e)_f NaN 0
EX_malttr(e)_f NaN 0
EX_man(e)_f NaN 0
EX_meoh(e)_f NaN 0
EX_mepi(e)_f NaN 0
EX_met_L(e)_f NaN 0
EX_mthgxl(e)_f NaN 0
EX_n2m2nmasn(e)_f NaN 0
EX_na1(e)_f NaN 0
EX_nac(e)_f NaN 0
EX_nad(e)_f NaN 0
EX_nadp(e)_f NaN 0
EX_ncam(e)_f NaN 0
EX_nh4(e)_f NaN 0
EX_no(e)_f NaN 0
EX_npthl(e)_f NaN 0
EX_nrpphr(e)_f NaN 0
EX_nrpphrsf(e)_f NaN 0
EX_nrvnc(e)_f NaN 0
EX_o2(e)_f NaN 0
EX_o2s(e)_f NaN 0
EX_ocdca(e)_f NaN 0
EX_ocdcea(e)_f NaN 0
EX_octa(e)_f NaN 0
EX_omeprazole(e)_f NaN 0
EX_onpthl(e)_f NaN 0
EX_orn(e)_f NaN 0
EX_oxa(e)_f NaN 0
EX_paf_hs(e)_f NaN 0
EX_pchol_hs(e)_f NaN 0
EX_pe_hs(e)_f NaN 0
EX_peplys(e)_f NaN 0
EX_perillyl(e)_f NaN 0
EX_pglyc_hs(e)_f NaN 0
EX_pheacgln(e)_f NaN 0
EX_phe_L(e)_f NaN 0
EX_pheme(e)_f NaN 0
EX_phyQ(e)_f NaN 0
EX_phyt(e)_f NaN 0
EX_pi(e)_f NaN 0
EX_pnto_R(e)_f NaN 0
EX_ppa(e)_f NaN 0
EX_prgstrn(e)_f NaN 0
EX_pro_D(e)_f NaN 0
EX_pro_L(e)_f NaN 0
EX_prostgd2(e)_f NaN 0
EX_prostge1(e)_f NaN 0
EX_prostge2(e)_f NaN 0
EX_prostgf2(e)_f NaN 0
EX_ps_hs(e)_f NaN 0
EX_ptdca(e)_f NaN 0
EX_pydam(e)_f NaN 0
EX_pydx(e)_f NaN 0
EX_pydxn(e)_f NaN 0
EX_pyr(e)_f NaN 0
EX_rbt(e)_f NaN 0
EX_retfa(e)_f NaN 0
EX_retinol(e)_f NaN 0
EX_retinol_9_cis(e)_f NaN 0
EX_retinol_cis_11(e)_f NaN 0
EX_retn(e)_f NaN 0
EX_retnglc(e)_f NaN 0
EX_rib_D(e)_f NaN 0
EX_ribflv(e)_f NaN 0
EX_Rtotal(e)_f NaN 0
EX_sarcs(e)_f NaN 0
EX_sel(e)_f NaN 0
EX_ser_D(e)_f NaN 0
EX_ser_L(e)_f NaN 0
EX_sl_L(e)_f NaN 0
EX_so4(e)_f NaN 0
EX_spc_hs(e)_f NaN 0
EX_sph1p(e)_f NaN 0
EX_sphs1p(e)_f NaN 0
EX_srtn(e)_f NaN 0
EX_strch1(e)_f NaN 0
EX_strch2(e)_f NaN 0
EX_strdnc(e)_f NaN 0
EX_succ(e)_f NaN 0
EX_sucr(e)_f NaN 0
EX_tag_hs(e)_f NaN 0
EX_tagat_D(e)_f NaN 0
EX_taur(e)_f NaN 0
EX_taxol(e)_f NaN 0
EX_tchola(e)_f NaN 0
EX_tcynt(e)_f NaN 0
EX_tdchola(e)_f NaN 0
EX_tethex3(e)_f NaN 0
EX_tetpent3(e)_f NaN 0
EX_thf(e)_f NaN 0
EX_thm(e)_f NaN 0
EX_thmmp(e)_f NaN 0
EX_thmtp(e)_f NaN 0
EX_thr_L(e)_f NaN 0
EX_thym(e)_f NaN 0
EX_thymd(e)_f NaN 0
EX_thyox_L(e)_f NaN 0
EX_tmndnc(e)_f NaN 0
EX_tolbutamide(e)_f NaN 0
EX_tre(e)_f NaN 0
EX_triodthy(e)_f NaN 0
EX_triodthysuf(e)_f NaN 0
EX_trp_L(e)_f NaN 0
EX_tststerone(e)_f NaN 0
