Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
leuktrB4[x]	0.00	100000.00	1311.44	-194718.25	197299.56	1.00e-05	1.00e-02
leuktrB4woh[m]	0.00	100000.00	1495.52	-194534.17	197483.65	1.00e-05	1.00e-02
CE2053[m]	0.00	100000.00	1399.04	-194630.65	197387.16	1.00e-05	1.00e-02
CE2053[r]	0.00	100000.00	1261.27	-194768.41	197249.40	1.00e-05	1.00e-02
leuktrB4wcooh[c]	0.00	100000.00	1217.77	-194811.91	197205.90	1.00e-05	1.00e-02
CE2053[c]	0.00	100000.00	1261.27	-194768.41	197249.40	1.00e-05	1.00e-02
leuktrB4wcooh[m]	0.00	100000.00	1350.79	-194678.90	197338.92	1.00e-05	1.00e-02
leuktrB4woh[c]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
CE2056[r]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
CE3554[r]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
CE2567[c]	0.00	100000.00	1261.28	-194768.41	197249.40	1.00e-05	1.00e-02
15HPET[n]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
h2o2[r]	-134.03	4.86	-47.05	-86.27	-49.39	1.00e-05	1.00e-02
15HPET[r]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
CE7172[c]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
C06315[c]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
C06314[c]	0.00	100000.00	1348.26	-194681.43	197336.39	1.00e-05	1.00e-02
cpppg1[c]	0.00	100000.00	1739.68	-194290.01	197727.80	1.00e-05	1.00e-02
C05769[c]	0.00	100000.00	1478.72	-194550.97	197466.84	1.00e-05	1.00e-02
cpppg3[c]	0.00	100000.00	1739.68	-194290.01	197727.81	1.00e-05	1.00e-02
C05770[c]	0.00	100000.00	1478.72	-194550.97	197466.84	1.00e-05	1.00e-02
uppg3[c]	0.00	100000.00	1565.71	-194463.98	197553.83	1.00e-05	1.00e-02
CE2038[x]	0.00	100000.00	2791.77	-193237.92	198779.90	1.00e-05	1.00e-02
CE5934[x]	0.00	100000.00	2876.40	-193153.29	198864.52	1.00e-05	1.00e-02
C07297[x]	0.00	100000.00	2791.80	-193237.89	198779.93	1.00e-05	1.00e-02
tmtrdcoa[x]	0.00	100000.00	2622.22	-193407.47	198610.34	1.00e-05	1.00e-02
CE4793[c]	0.00	100000.00	2696.33	-193333.36	198684.45	1.00e-05	1.00e-02
CE5114[c]	0.00	100000.00	2696.12	-193333.57	198684.25	1.00e-05	1.00e-02
CE4812[c]	0.00	100000.00	2609.14	-193420.55	198597.26	1.00e-05	1.00e-02
eicostetcoa[r]	0.00	100000.00	2696.10	-193333.58	198684.23	1.00e-05	1.00e-02
CE2209[c]	0.00	100000.00	1391.76	-194637.93	197379.88	1.00e-05	1.00e-02
CE4811[c]	0.00	100000.00	2609.34	-193420.34	198597.47	1.00e-05	1.00e-02
strdnccoa[r]	0.00	100000.00	2522.12	-193507.56	198510.25	1.00e-05	1.00e-02
CE4810[c]	0.00	100000.00	2696.33	-193333.36	198684.45	1.00e-05	1.00e-02
lnlncacoa[r]	0.00	100000.00	2609.12	-193420.57	198597.24	1.00e-05	1.00e-02
CE4821[c]	0.00	100000.00	2696.10	-193333.58	198684.23	1.00e-05	1.00e-02
clpndcoa[r]	0.00	100000.00	2783.08	-193246.61	198771.20	1.00e-05	1.00e-02
CE4819[c]	0.00	100000.00	2696.33	-193333.35	198684.46	1.00e-05	1.00e-02
tmndnccoa[r]	0.00	100000.00	2609.13	-193420.56	198597.25	1.00e-05	1.00e-02
CE4817[c]	0.00	100000.00	2783.31	-193246.38	198771.44	1.00e-05	1.00e-02
tmndnc[r]	0.00	100000.00	1261.27	-194768.42	197249.40	1.00e-05	1.00e-02
CE2313[c]	0.00	100000.00	2087.64	-193942.05	198075.76	1.00e-05	1.00e-02
CE2314[c]	0.00	100000.00	2174.62	-193855.07	198162.75	1.00e-05	1.00e-02
zymstnl[c]	0.00	100000.00	2000.65	-194029.04	197988.78	1.00e-05	1.00e-02
lthstrl[c]	0.00	100000.00	2000.65	-194029.04	197988.78	1.00e-05	1.00e-02
tethex3coa[r]	0.00	100000.00	2870.06	-193159.62	198858.19	1.00e-05	1.00e-02
tethex3[r]	0.00	100000.00	1522.22	-194507.47	197510.35	1.00e-05	1.00e-02
adrncoa[r]	0.00	100000.00	2870.06	-193159.62	198858.19	1.00e-05	1.00e-02
CE4833[c]	0.00	100000.00	2783.32	-193246.37	198771.44	1.00e-05	1.00e-02
CE4831[c]	0.00	100000.00	2870.30	-193159.39	198858.42	1.00e-05	1.00e-02
CE4835[c]	0.00	100000.00	2783.09	-193246.60	198771.21	1.00e-05	1.00e-02
CE4834[c]	0.00	100000.00	2957.28	-193072.41	198945.41	1.00e-05	1.00e-02
CE4849[c]	0.00	100000.00	3044.27	-192985.42	199032.39	1.00e-05	1.00e-02
CE4820[x]	0.00	100000.00	2791.81	-193237.88	198779.94	1.00e-05	1.00e-02
CE4832[x]	0.00	100000.00	2876.41	-193153.28	198864.54	1.00e-05	1.00e-02
CE4838[x]	0.00	100000.00	2791.47	-193238.22	198779.59	1.00e-05	1.00e-02
tetpent6coa[r]	0.00	100000.00	2957.05	-193072.64	198945.17	1.00e-05	1.00e-02
tetpent6[r]	0.00	100000.00	1609.21	-194420.48	197597.33	1.00e-05	1.00e-02
CE4841[c]	0.00	100000.00	2783.31	-193246.37	198771.44	1.00e-05	1.00e-02
CE4840[c]	0.00	100000.00	2870.30	-193159.39	198858.42	1.00e-05	1.00e-02
CE4842[c]	0.00	100000.00	2783.11	-193246.58	198771.23	1.00e-05	1.00e-02
CE4843[c]	0.00	100000.00	2870.07	-193159.62	198858.20	1.00e-05	1.00e-02
CE4843[r]	0.00	100000.00	2870.07	-193159.62	198858.20	1.00e-05	1.00e-02
CE4845[c]	0.00	100000.00	2870.30	-193159.39	198858.42	1.00e-05	1.00e-02
CE4844[c]	0.00	100000.00	2957.28	-193072.41	198945.41	1.00e-05	1.00e-02
CE4846[c]	0.00	100000.00	2870.09	-193159.60	198858.22	1.00e-05	1.00e-02
CE4847[c]	0.00	100000.00	2957.06	-193072.63	198945.18	1.00e-05	1.00e-02
CE4852[c]	0.00	100000.00	2783.11	-193246.58	198771.23	1.00e-05	1.00e-02
CE4854[c]	0.00	100000.00	2870.07	-193159.62	198858.20	1.00e-05	1.00e-02
CE4850[c]	0.00	100000.00	2783.31	-193246.37	198771.44	1.00e-05	1.00e-02
CE4848[c]	0.00	100000.00	2870.30	-193159.39	198858.42	1.00e-05	1.00e-02
CE4853[c]	0.00	100000.00	2957.08	-193072.61	198945.20	1.00e-05	1.00e-02
CE4855[c]	0.00	100000.00	3044.04	-192985.65	199032.17	1.00e-05	1.00e-02
CE4851[c]	0.00	100000.00	2957.28	-193072.41	198945.41	1.00e-05	1.00e-02
CE4801[m]	0.00	100000.00	2508.56	-193521.13	198496.68	1.00e-05	1.00e-02
CE4803[m]	0.00	100000.00	2412.05	-193617.63	198400.18	1.00e-05	1.00e-02
CE4800[m]	0.00	100000.00	2315.61	-193714.07	198303.74	1.00e-05	1.00e-02
CE4796[m]	0.00	100000.00	2219.13	-193810.56	198207.26	1.00e-05	1.00e-02
CE4802[m]	0.00	100000.00	2026.13	-194003.56	198014.25	1.00e-05	1.00e-02
CE4804[m]	0.00	100000.00	1929.65	-194100.04	197917.77	1.00e-05	1.00e-02
CE5049[c]	0.00	100000.00	-11.85	-196041.54	195976.28	1.00e-05	1.00e-02
CE4806[m]	0.00	100000.00	2412.07	-193617.62	198400.19	1.00e-05	1.00e-02
CE4798[m]	0.00	100000.00	2315.58	-193714.11	198303.71	1.00e-05	1.00e-02
CE4799[m]	0.00	100000.00	2219.13	-193810.56	198207.25	1.00e-05	1.00e-02
CE4808[m]	0.00	100000.00	2026.12	-194003.57	198014.24	1.00e-05	1.00e-02
CE4807[m]	0.00	100000.00	1929.63	-194100.05	197917.76	1.00e-05	1.00e-02
CE4797[m]	0.00	100000.00	2315.58	-193714.11	198303.71	1.00e-05	1.00e-02
CE1562[c]	0.00	100000.00	173.97	-195855.72	196162.09	1.00e-05	1.00e-02
CE6031[c]	0.00	100000.00	1261.28	-194768.41	197249.41	1.00e-05	1.00e-02
CE5144[c]	0.00	100000.00	2870.30	-193159.39	198858.42	1.00e-05	1.00e-02
CE5151[c]	0.00	100000.00	2957.06	-193072.63	198945.18	1.00e-05	1.00e-02
CE5152[c]	0.00	100000.00	3044.27	-192985.42	199032.39	1.00e-05	1.00e-02
CE5151[r]	0.00	100000.00	2957.06	-193072.63	198945.18	1.00e-05	1.00e-02
CE5155[c]	0.00	100000.00	3131.03	-192898.66	199119.15	1.00e-05	1.00e-02
CE5156[c]	0.00	100000.00	3218.24	-192811.45	199206.36	1.00e-05	1.00e-02
CE5155[r]	0.00	100000.00	3131.03	-192898.66	199119.15	1.00e-05	1.00e-02
CE5148[c]	0.00	100000.00	2957.28	-193072.41	198945.41	1.00e-05	1.00e-02
CE5150[c]	0.00	100000.00	2870.09	-193159.60	198858.22	1.00e-05	1.00e-02
CE5153[c]	0.00	100000.00	3131.25	-192898.44	199119.38	1.00e-05	1.00e-02
CE5154[c]	0.00	100000.00	3044.06	-192985.63	199032.19	1.00e-05	1.00e-02
CE5157[c]	0.00	100000.00	3305.22	-192724.47	199293.35	1.00e-05	1.00e-02
CE5158[c]	0.00	100000.00	3218.03	-192811.66	199206.16	1.00e-05	1.00e-02
nrvnccoa[r]	0.00	100000.00	3305.00	-192724.69	199293.12	1.00e-05	1.00e-02
CE2510[c]	0.00	100000.00	1609.21	-194420.48	197597.33	1.00e-05	1.00e-02
doco13ac[c]	0.00	100000.00	1783.18	-194246.51	197771.30	1.00e-05	1.00e-02
CE5160[c]	0.00	100000.00	2696.33	-193333.36	198684.45	1.00e-05	1.00e-02
CE5161[c]	0.00	100000.00	2783.31	-193246.38	198771.44	1.00e-05	1.00e-02
CE5162[c]	0.00	100000.00	2696.12	-193333.57	198684.25	1.00e-05	1.00e-02
cholcoads[m]	0.00	100000.00	3569.92	-192459.77	199558.05	1.00e-05	1.00e-02
CE4874[c]	0.00	100000.00	2087.64	-193942.05	198075.76	1.00e-05	1.00e-02
CE4874[m]	0.00	100000.00	2315.65	-193714.04	198303.77	1.00e-05	1.00e-02
C14826[c]	0.00	100000.00	1348.25	-194681.44	197336.37	1.00e-05	1.00e-02
CE2049[c]	0.00	100000.00	1435.24	-194594.45	197423.36	1.00e-05	1.00e-02
C14825[c]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
CE2047[c]	0.00	100000.00	1435.24	-194594.44	197423.37	1.00e-05	1.00e-02
cdpea[e]	0.00	100000.00	848.83	-195180.86	196836.95	1.00e-05	1.00e-02
12dgr120[e]	0.00	100000.00	2323.36	-193706.33	198311.49	1.00e-05	1.00e-02
C14768[c]	0.00	100000.00	1348.26	-194681.43	197336.39	1.00e-05	1.00e-02
C14770[c]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
C14769[c]	0.00	100000.00	1348.26	-194681.43	197336.39	1.00e-05	1.00e-02
C14771[c]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
CE2445[c]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
CE5178[c]	0.00	100000.00	1261.28	-194768.41	197249.40	1.00e-05	1.00e-02
C11821[c]	0.00	100000.00	173.96	-195855.73	196162.09	1.00e-05	1.00e-02
dmpp[c]	0.00	100000.00	389.56	-195640.13	196377.68	1.00e-05	1.00e-02
CE1925[e]	0.00	100000.00	938.28	-195091.41	196926.40	1.00e-05	1.00e-02
CE5853[e]	0.00	100000.00	1295.72	-194733.97	197283.84	1.00e-05	1.00e-02
C04717[c]	0.00	100000.00	1304.76	-194724.93	197292.88	1.00e-05	1.00e-02
C01601[c]	0.00	100000.00	739.34	-195290.34	196727.47	1.00e-05	1.00e-02
CE6504[c]	0.00	100000.00	1348.26	-194681.43	197336.39	1.00e-05	1.00e-02
CE2006[c]	0.00	100000.00	695.88	-195333.81	196684.00	1.00e-05	1.00e-02
CE6506[c]	0.00	100000.00	695.88	-195333.81	196684.00	1.00e-05	1.00e-02
C08261[c]	0.00	100000.00	695.86	-195333.82	196683.99	1.00e-05	1.00e-02
CE4876[r]	0.00	100000.00	1261.27	-194768.41	197249.40	1.00e-05	1.00e-02
CE5304[c]	0.00	100000.00	1261.28	-194768.41	197249.40	1.00e-05	1.00e-02
CE4876[c]	0.00	100000.00	1261.27	-194768.41	197249.40	1.00e-05	1.00e-02
CE5944[c]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
CE5944[m]	0.00	100000.00	1495.52	-194534.17	197483.65	1.00e-05	1.00e-02
CE5944[x]	0.00	100000.00	1311.44	-194718.25	197299.57	1.00e-05	1.00e-02
CE4987[c]	0.00	100000.00	1435.24	-194594.44	197423.37	1.00e-05	1.00e-02
CE4988[c]	0.00	100000.00	1435.24	-194594.44	197423.37	1.00e-05	1.00e-02
CE4988[m]	0.00	100000.00	1592.01	-194437.68	197580.13	1.00e-05	1.00e-02
CE4988[x]	0.00	100000.00	1396.05	-194633.64	197384.18	1.00e-05	1.00e-02
CE4989[c]	0.00	100000.00	1435.24	-194594.44	197423.37	1.00e-05	1.00e-02
CE5945[c]	0.00	100000.00	1435.24	-194594.44	197423.37	1.00e-05	1.00e-02
CE5946[c]	0.00	100000.00	1435.24	-194594.44	197423.37	1.00e-05	1.00e-02
CE5947[c]	0.00	100000.00	1304.76	-194724.93	197292.89	1.00e-05	1.00e-02
CE7097[c]	0.00	100000.00	1261.28	-194768.41	197249.40	1.00e-05	1.00e-02
CE7097[m]	0.00	100000.00	1399.04	-194630.65	197387.16	1.00e-05	1.00e-02
C04805[c]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
C04805[r]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
CE7096[c]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
CE2084[c]	0.00	100000.00	1261.28	-194768.41	197249.40	1.00e-05	1.00e-02
C04805[m]	0.00	100000.00	1495.52	-194534.17	197483.65	1.00e-05	1.00e-02
CE2084[m]	0.00	100000.00	1399.04	-194630.65	197387.16	1.00e-05	1.00e-02
CE6508[c]	0.00	100000.00	1261.28	-194768.41	197249.40	1.00e-05	1.00e-02
CE7079[c]	0.00	100000.00	1174.29	-194855.40	197162.42	1.00e-05	1.00e-02
CE7091[c]	0.00	100000.00	1261.27	-194768.42	197249.39	1.00e-05	1.00e-02
CE7091[r]	0.00	100000.00	1261.27	-194768.42	197249.39	1.00e-05	1.00e-02
CE7082[c]	0.00	100000.00	1261.27	-194768.42	197249.40	1.00e-05	1.00e-02
CE7083[c]	0.00	100000.00	1261.27	-194768.41	197249.40	1.00e-05	1.00e-02
CE7085[c]	0.00	100000.00	1261.28	-194768.41	197249.40	1.00e-05	1.00e-02
CE7088[c]	0.00	100000.00	1261.28	-194768.41	197249.40	1.00e-05	1.00e-02
CE7081[r]	0.00	100000.00	1261.27	-194768.42	197249.40	1.00e-05	1.00e-02
CE7090[c]	0.00	100000.00	1261.27	-194768.42	197249.40	1.00e-05	1.00e-02
CE0347[c]	0.00	100000.00	1348.25	-194681.44	197336.38	1.00e-05	1.00e-02
CE0347[r]	0.00	100000.00	1348.25	-194681.44	197336.38	1.00e-05	1.00e-02
CE6247[c]	0.00	100000.00	1348.26	-194681.43	197336.38	1.00e-05	1.00e-02
12HPET[e]	0.00	100000.00	1385.07	-194644.62	197373.20	1.00e-05	1.00e-02
C04849[e]	0.00	100000.00	1385.08	-194644.61	197373.20	1.00e-05	1.00e-02
leuktrB4wcooh[x]	0.00	100000.00	1184.52	-194845.17	197172.64	1.00e-05	1.00e-02
CE6230[c]	0.00	100000.00	1435.24	-194594.45	197423.36	1.00e-05	1.00e-02
CE2537[c]	0.00	100000.00	1435.24	-194594.45	197423.36	1.00e-05	1.00e-02
CE6232[c]	0.00	100000.00	1435.25	-194594.44	197423.37	1.00e-05	1.00e-02
CE6234[c]	0.00	100000.00	1435.25	-194594.44	197423.37	1.00e-05	1.00e-02
CE5947[m]	0.00	100000.00	1447.28	-194582.41	197435.40	1.00e-05	1.00e-02
CE5947[x]	0.00	100000.00	1269.13	-194760.56	197257.25	1.00e-05	1.00e-02
dec24dicoa[m]	0.00	100000.00	2219.13	-193810.56	198207.25	1.00e-05	1.00e-02
dece3coa[m]	0.00	100000.00	2315.58	-193714.11	198303.71	1.00e-05	1.00e-02
CE2089[c]	0.00	100000.00	521.25	-195508.44	196509.38	1.00e-05	1.00e-02
CE2088[c]	0.00	100000.00	564.67	-195465.02	196552.80	1.00e-05	1.00e-02
urcan[c]	0.00	100000.00	216.55	-195813.14	196204.67	1.00e-05	1.00e-02
C05767[c]	0.00	100000.00	1304.76	-194724.93	197292.88	1.00e-05	1.00e-02
2mb2coa[c]	0.00	100000.00	1652.26	-194377.43	197640.38	1.00e-05	1.00e-02
3hbcoa_R[c]	0.00	100000.00	1652.50	-194377.19	197640.62	1.00e-05	1.00e-02
adpac[c]	0.00	100000.00	347.93	-195681.76	196336.06	1.00e-05	1.00e-02
adpcoa[c]	0.00	100000.00	1695.98	-194333.71	197684.11	1.00e-05	1.00e-02
adpac[x]	0.00	100000.00	338.43	-195691.26	196326.55	1.00e-05	1.00e-02
adpcoa[x]	0.00	100000.00	1649.54	-194380.15	197637.66	1.00e-05	1.00e-02
c6dc[x]	0.00	100000.00	930.70	-195098.99	196918.83	1.00e-05	1.00e-02
3bcrn[c]	0.00	100000.00	913.34	-195116.35	196901.46	1.00e-05	1.00e-02
3bcrn[e]	0.00	100000.00	938.28	-195091.41	196926.40	1.00e-05	1.00e-02
c10crn[c]	0.00	100000.00	1435.25	-194594.44	197423.37	1.00e-05	1.00e-02
c101coa[c]	0.00	100000.00	2075.79	-193953.90	198063.92	1.00e-05	1.00e-02
c101crn[c]	0.00	100000.00	1348.26	-194681.43	197336.39	1.00e-05	1.00e-02
c101crn[e]	0.00	100000.00	1385.08	-194644.61	197373.20	1.00e-05	1.00e-02
decdicoa[c]	0.00	100000.00	2000.43	-194029.25	197988.56	1.00e-05	1.00e-02
decdicrn[c]	0.00	100000.00	1261.28	-194768.41	197249.40	1.00e-05	1.00e-02
c10crn[e]	0.00	100000.00	1474.44	-194555.25	197462.56	1.00e-05	1.00e-02
c10dc[x]	0.00	100000.00	1269.12	-194760.57	197257.24	1.00e-05	1.00e-02
c10dc[c]	0.00	100000.00	1304.75	-194724.93	197292.88	1.00e-05	1.00e-02
sebcoa[c]	0.00	100000.00	2043.91	-193985.78	198032.03	1.00e-05	1.00e-02
c10dc[e]	0.00	100000.00	1340.39	-194689.30	197328.51	1.00e-05	1.00e-02
3hdcoa[c]	0.00	100000.00	2174.42	-193855.27	198162.54	1.00e-05	1.00e-02
3deccrn[c]	0.00	100000.00	1435.25	-194594.44	197423.37	1.00e-05	1.00e-02
ddeccrn[c]	0.00	100000.00	1609.22	-194420.47	197597.34	1.00e-05	1.00e-02
dd2coa[c]	0.00	100000.00	2261.20	-193768.49	198249.32	1.00e-05	1.00e-02
ddece1crn[c]	0.00	100000.00	1522.23	-194507.46	197510.36	1.00e-05	1.00e-02
c12dccoa[x]	0.00	100000.00	2157.18	-193872.51	198145.30	1.00e-05	1.00e-02
dodecanac[x]	0.00	100000.00	846.05	-195183.64	196834.18	1.00e-05	1.00e-02
c12dccoa[c]	0.00	100000.00	2217.88	-193811.81	198206.01	1.00e-05	1.00e-02
dodecanac[c]	0.00	100000.00	869.82	-195159.87	196857.94	1.00e-05	1.00e-02
c12dc[c]	0.00	100000.00	1478.73	-194550.96	197466.85	1.00e-05	1.00e-02
c12dc[e]	0.00	100000.00	1519.11	-194510.58	197507.23	1.00e-05	1.00e-02
3hddcoa[c]	0.00	100000.00	2348.39	-193681.30	198336.51	1.00e-05	1.00e-02
3ddcrn[c]	0.00	100000.00	1609.22	-194420.47	197597.34	1.00e-05	1.00e-02
3tetd7ecoa[m]	0.00	100000.00	2701.56	-193328.13	198689.68	1.00e-05	1.00e-02
3tetd7ecoa[c]	0.00	100000.00	2435.37	-193594.31	198423.50	1.00e-05	1.00e-02
tetdece1coa[c]	0.00	100000.00	2435.17	-193594.52	198423.29	1.00e-05	1.00e-02
tetdece1crn[c]	0.00	100000.00	1696.20	-194333.49	197684.33	1.00e-05	1.00e-02
3tetd7ecoacrn[c]	0.00	100000.00	1696.21	-194333.48	197684.33	1.00e-05	1.00e-02
3tetd7ecoacrn[e]	0.00	100000.00	1742.52	-194287.17	197730.65	1.00e-05	1.00e-02
3ttetddcoa[m]	0.00	100000.00	2605.07	-193424.62	198593.20	1.00e-05	1.00e-02
3ttetddcoa[c]	0.00	100000.00	2348.38	-193681.30	198336.51	1.00e-05	1.00e-02
tetdec2coa[c]	0.00	100000.00	2336.75	-193692.94	198324.87	1.00e-05	1.00e-02
tetdec2crn[c]	0.00	100000.00	1609.22	-194420.47	197597.34	1.00e-05	1.00e-02
3ttetddcoacrn[c]	0.00	100000.00	1609.22	-194420.47	197597.35	1.00e-05	1.00e-02
3ttetddcoacrn[e]	0.00	100000.00	1653.16	-194376.53	197641.29	1.00e-05	1.00e-02
3htdcoa[c]	0.00	100000.00	2522.36	-193507.33	198510.48	1.00e-05	1.00e-02
3tdcrn[c]	0.00	100000.00	1783.19	-194246.50	197771.31	1.00e-05	1.00e-02
3hdeccoa[c]	0.00	100000.00	2609.34	-193420.34	198597.47	1.00e-05	1.00e-02
3hdececrn[c]	0.00	100000.00	1870.17	-194159.51	197858.30	1.00e-05	1.00e-02
3thexddcoa[m]	0.00	100000.00	2798.04	-193231.65	198786.17	1.00e-05	1.00e-02
3thexddcoa[c]	0.00	100000.00	2522.36	-193507.33	198510.48	1.00e-05	1.00e-02
3thexddcoacrn[c]	0.00	100000.00	1783.19	-194246.50	197771.32	1.00e-05	1.00e-02
3thexddcoacrn[e]	0.00	100000.00	1831.88	-194197.81	197820.01	1.00e-05	1.00e-02
hexdicoa[c]	0.00	100000.00	2565.82	-193463.87	198553.94	1.00e-05	1.00e-02
c16dc[c]	0.00	100000.00	1826.67	-194203.02	197814.79	1.00e-05	1.00e-02
c16dc[e]	0.00	100000.00	1876.55	-194153.14	197864.67	1.00e-05	1.00e-02
3hexdcoa[c]	0.00	100000.00	2696.33	-193333.36	198684.45	1.00e-05	1.00e-02
3hexdcrn[c]	0.00	100000.00	1957.16	-194072.53	197945.28	1.00e-05	1.00e-02
3octdece1coa[c]	0.00	100000.00	2783.31	-193246.38	198771.44	1.00e-05	1.00e-02
3octdece1crn[c]	0.00	100000.00	2044.14	-193985.55	198032.27	1.00e-05	1.00e-02
3ocddcoa[c]	0.00	100000.00	2696.33	-193333.36	198684.45	1.00e-05	1.00e-02
3octdec2crn[c]	0.00	100000.00	1957.16	-194072.53	197945.28	1.00e-05	1.00e-02
3hodcoa[c]	0.00	100000.00	2870.30	-193159.39	198858.42	1.00e-05	1.00e-02
3octdeccrn[c]	0.00	100000.00	2131.13	-193898.56	198119.25	1.00e-05	1.00e-02
c3dc[c]	0.00	100000.00	695.88	-195333.81	196684.00	1.00e-05	1.00e-02
c3dc[e]	0.00	100000.00	714.88	-195314.81	196703.00	1.00e-05	1.00e-02
c4crn[e]	0.00	100000.00	938.28	-195091.41	196926.40	1.00e-05	1.00e-02
c4dc[x]	0.00	100000.00	761.48	-195268.21	196749.61	1.00e-05	1.00e-02
c4dc[c]	0.00	100000.00	782.86	-195246.83	196770.99	1.00e-05	1.00e-02
c4dc[e]	0.00	100000.00	804.24	-195225.45	196792.36	1.00e-05	1.00e-02
c4crn[x]	0.00	100000.00	888.40	-195141.29	196876.52	1.00e-05	1.00e-02
btcoa[x]	0.00	100000.00	1606.87	-194422.82	197595.00	1.00e-05	1.00e-02
ivcoa[c]	0.00	100000.00	1739.22	-194290.47	197727.35	1.00e-05	1.00e-02
ivcrn[c]	0.00	100000.00	1000.32	-195029.37	196988.45	1.00e-05	1.00e-02
c51crn[c]	0.00	100000.00	913.34	-195116.35	196901.46	1.00e-05	1.00e-02
c5dc[c]	0.00	100000.00	913.34	-195116.35	196901.46	1.00e-05	1.00e-02
c5dc[e]	0.00	100000.00	938.28	-195091.41	196926.40	1.00e-05	1.00e-02
hxcoa[c]	0.00	100000.00	1826.21	-194203.48	197814.33	1.00e-05	1.00e-02
c6crn[c]	0.00	100000.00	1087.31	-194942.38	197075.43	1.00e-05	1.00e-02
hxcoa[x]	0.00	100000.00	1776.06	-194253.63	197764.19	1.00e-05	1.00e-02
c6crn[x]	0.00	100000.00	1057.62	-194972.07	197045.74	1.00e-05	1.00e-02
c6crn[e]	0.00	100000.00	1117.00	-194912.69	197105.12	1.00e-05	1.00e-02
c6dc[c]	0.00	100000.00	956.83	-195072.86	196944.95	1.00e-05	1.00e-02
c6dc[e]	0.00	100000.00	982.96	-195046.73	196971.08	1.00e-05	1.00e-02
c81coa[c]	0.00	100000.00	1913.26	-194116.43	197901.38	1.00e-05	1.00e-02
c81crn[c]	0.00	100000.00	1174.29	-194855.39	197162.42	1.00e-05	1.00e-02
c81crn[e]	0.00	100000.00	1206.36	-194823.33	197194.48	1.00e-05	1.00e-02
c8crn[e]	0.00	100000.00	1295.72	-194733.97	197283.84	1.00e-05	1.00e-02
sbcoa[c]	0.00	100000.00	1869.95	-194159.74	197858.08	1.00e-05	1.00e-02
c8dc[c]	0.00	100000.00	1130.80	-194898.89	197118.92	1.00e-05	1.00e-02
c8dc[e]	0.00	100000.00	1161.68	-194868.01	197149.80	1.00e-05	1.00e-02
dca[r]	0.00	100000.00	826.34	-195203.35	196814.47	1.00e-05	1.00e-02
3ddcrn[e]	0.00	100000.00	1653.16	-194376.53	197641.28	1.00e-05	1.00e-02
ddeccrn[e]	0.00	100000.00	1653.16	-194376.53	197641.28	1.00e-05	1.00e-02
ddece1crn[e]	0.00	100000.00	1563.80	-194465.89	197551.92	1.00e-05	1.00e-02
3deccrn[e]	0.00	100000.00	1474.44	-194555.25	197462.56	1.00e-05	1.00e-02
decdicrn[e]	0.00	100000.00	1295.72	-194733.97	197283.84	1.00e-05	1.00e-02
doco13ecoa[c]	0.00	100000.00	3131.03	-192898.66	199119.15	1.00e-05	1.00e-02
doco13ecoa[x]	0.00	100000.00	3045.28	-192984.41	199033.41	1.00e-05	1.00e-02
doco13ac[e]	0.00	100000.00	1831.87	-194197.82	197820.00	1.00e-05	1.00e-02
docosac[e]	0.00	100000.00	1921.23	-194108.46	197909.36	1.00e-05	1.00e-02
docosac[r]	0.00	100000.00	1870.16	-194159.53	197858.29	1.00e-05	1.00e-02
docosdiac[r]	0.00	100000.00	1739.67	-194290.02	197727.79	1.00e-05	1.00e-02
docosdiac[c]	0.00	100000.00	1739.67	-194290.02	197727.79	1.00e-05	1.00e-02
docosdiac[e]	0.00	100000.00	1787.18	-194242.51	197775.31	1.00e-05	1.00e-02
3hdececrn[e]	0.00	100000.00	1921.24	-194108.45	197909.36	1.00e-05	1.00e-02
3hexdcrn[e]	0.00	100000.00	2010.60	-194019.09	197998.72	1.00e-05	1.00e-02
