Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
glyphe[e]	-407.45	15.95	218.01	157.06	237.40	1.00e-05	1.00e-02
glyphe[c]	-407.45	15.95	201.40	140.45	220.79	1.00e-05	1.00e-02
glypro[e]	-476.15	23.11	59.28	-15.71	92.70	1.00e-05	1.00e-02
glypro[c]	-476.15	23.11	45.27	-29.72	78.70	1.00e-05	1.00e-02
glysar[c]	-514.81	26.42	-80.37	-161.85	-40.46	1.00e-05	1.00e-02
glysar[e]	-514.81	26.42	-68.74	-150.22	-28.83	1.00e-05	1.00e-02
dchac[e]	-1776.22	250713.28	-33.70	-491461.42	491352.45	1.00e-05	1.00e-02
gum[e]	0.00	100000.00	226080870.92	225884841.23	226276859.05	1.00e-05	1.00e-02
gumdchac[e]	0.00	100000.00	226082612.70	225886583.01	226278600.83	1.00e-05	1.00e-02
gumgchol[e]	0.00	100000.00	226082792.16	225886762.47	226278780.29	1.00e-05	1.00e-02
gumtchol[e]	0.00	100000.00	226082881.52	225886851.83	226278869.65	1.00e-05	1.00e-02
5HPET[r]	0.00	100000.00	1348.26	-194681.43	197336.39	1.00e-05	1.00e-02
leugly[e]	-540.34	13.29	174.51	118.77	188.68	1.00e-05	1.00e-02
leugly[c]	-540.34	13.29	155.52	99.78	169.69	1.00e-05	1.00e-02
leuleu[c]	-527.15	19.40	516.64	448.93	542.80	1.00e-05	1.00e-02
leuleu[e]	-527.15	19.40	545.14	477.42	571.29	1.00e-05	1.00e-02
pect[e]	0.00	100000.00	156781.43	-39248.26	352769.55	1.00e-05	1.00e-02
pectindchac[e]	0.00	100000.00	158568.63	-37461.06	354556.75	1.00e-05	1.00e-02
pectingchol[e]	0.00	100000.00	158748.09	-37281.60	354736.21	1.00e-05	1.00e-02
pectintchol[e]	0.00	100000.00	158837.45	-37192.24	354825.57	1.00e-05	1.00e-02
progly[e]	-485.00	22.03	51.14	-21.73	82.44	1.00e-05	1.00e-02
progly[c]	-485.00	22.03	36.89	-35.98	68.20	1.00e-05	1.00e-02
psyl[e]	0.00	100000.00	689354532.25	689158502.56	689550520.37	1.00e-05	1.00e-02
psylchol[e]	0.00	100000.00	689356453.49	689160423.80	689552441.61	1.00e-05	1.00e-02
psyltchol[e]	0.00	100000.00	689356542.85	689160513.16	689552530.97	1.00e-05	1.00e-02
psyltdechol[e]	0.00	100000.00	689356497.43	689160467.74	689552485.55	1.00e-05	1.00e-02
sbt_D[e]	-946.62	9.65	-321.10	-369.70	-314.07	1.00e-05	1.00e-02
thm[e]	0.00	100000.00	758.55	-195271.14	196746.68	1.00e-05	1.00e-02
1a25dhvitd3[c]	-655.71	106904.52	1257.95	-208304.60	210778.95	1.00e-05	1.00e-02
1a25dhvitd3[n]	-655.71	106904.52	1257.95	-208304.60	210778.95	1.00e-05	1.00e-02
4abut[n]	-354.87	7.48	36.55	-7.80	39.34	1.00e-05	1.00e-02
oh1[c]	0.00	100000.00	43.49	-195986.20	196031.62	1.00e-05	1.00e-02
oh1[e]	0.00	100000.00	44.68	-195985.01	196032.80	1.00e-05	1.00e-02
hyptaur[e]	-24.76	100000.00	287.98	-195741.71	196276.10	1.00e-05	1.00e-02
cysam[e]	29.56	100000.01	386.96	-195642.74	196375.09	1.00e-05	1.00e-02
q10[e]	397.86	134.42	4419.06	4125.91	4670.65	1.00e-05	1.00e-02
dhap[m]	-1313.23	32.52	-1072.06	-1165.48	-1020.21	1.00e-05	1.00e-02
dpcoa[e]	-2049.25	200000.01	-575.10	-392604.80	391413.04	1.00e-05	1.00e-02
pan4p[e]	-1196.89	200000.01	-262.90	-392292.60	391725.23	1.00e-05	1.00e-02
5dpmev[c]	-1530.95	100000.01	-1097.48	-197127.19	194890.66	1.00e-05	1.00e-02
slfcys[e]	-1102.16	70710.70	-834.20	-139456.86	137746.89	1.00e-05	1.00e-02
fmn[e]	-1335.43	48.57	-486.83	-611.71	-403.51	1.00e-05	1.00e-02
ptth[e]	-654.33	40.20	328.35	219.86	395.27	1.00e-05	1.00e-02
q10h2[e]	270.04	131.59	4380.60	4093.00	4626.63	1.00e-05	1.00e-02
fe3[c]	-3.52	32.16	-10.86	-103.58	40.30	1.00e-05	1.00e-02
6pgl[c]	-1788.00	36.03	-1396.90	-1497.21	-1338.15	1.00e-05	1.00e-02
glu5sa[c]	-465.10	7.68	-73.73	-118.47	-70.55	1.00e-05	1.00e-02
mal_L[x]	-866.31	48.89	-697.12	-822.63	-613.18	1.00e-05	1.00e-02
5pmev[c]	-1530.95	40.84	-1096.98	-1206.72	-1028.81	1.00e-05	1.00e-02
1pyr5c[c]	-271.63	31.24	-10.86	-101.79	38.50	1.00e-05	1.00e-02
pheme[e]	0.00	100000.00	1337.44	-194692.25	197325.56	1.00e-05	1.00e-02
slfcys[c]	-1102.16	70710.70	-841.28	-139463.94	137739.81	1.00e-05	1.00e-02
34hpp[e]	-174.72	57735.03	138.01	-113052.34	113286.79	1.00e-05	1.00e-02
3mob[e]	-488.65	26.29	-175.89	-257.10	-136.24	1.00e-05	1.00e-02
3mop[e]	-480.75	26.45	-78.63	-160.15	-38.67	1.00e-05	1.00e-02
4mop[e]	-480.75	26.45	-78.63	-160.15	-38.67	1.00e-05	1.00e-02
5mta[e]	19.07	47.39	689.27	566.71	770.28	1.00e-05	1.00e-02
5oxpro[e]	-270.18	100000.00	-2.14	-196031.83	195985.98	1.00e-05	1.00e-02
ahcys[e]	-318.42	47.08	575.15	453.18	655.55	1.00e-05	1.00e-02
aicar[e]	-1465.11	115470.06	-887.17	-227238.18	225422.27	1.00e-05	1.00e-02
anth[e]	-191.21	27.79	76.86	-7.31	119.46	1.00e-05	1.00e-02
cbasp[e]	-831.88	50.85	-563.81	-693.16	-476.03	1.00e-05	1.00e-02
mal_L[e]	-866.31	48.89	-687.60	-813.11	-603.66	1.00e-05	1.00e-02
idour[e]	-1099.30	25.85	-697.18	-777.54	-658.39	1.00e-05	1.00e-02
5hoxindoa[e]	60.13	57735.03	417.54	-112772.82	113566.33	1.00e-05	1.00e-02
glyald[e]	-435.56	5.08	-167.48	-207.13	-169.39	1.00e-05	1.00e-02
pep[e]	-1312.02	41.22	-1222.77	-1333.26	-1153.85	1.00e-05	1.00e-02
gudac[e]	-287.65	21.17	25.11	-46.06	54.72	1.00e-05	1.00e-02
Lkynr[e]	-311.12	16.08	224.92	163.71	244.56	1.00e-05	1.00e-02
cala[e]	-483.52	27.77	-170.76	-254.88	-128.20	1.00e-05	1.00e-02
crtn[e]	-23.46	22.36	289.30	215.79	321.25	1.00e-05	1.00e-02
kynate[e]	-306.82	33.00	-38.74	-133.11	14.08	1.00e-05	1.00e-02
3hanthrn[e]	-377.75	17.92	-65.00	-129.81	-41.76	1.00e-05	1.00e-02
hLkynr[e]	-512.58	19.58	23.44	-44.63	49.95	1.00e-05	1.00e-02
quln[e]	-526.87	51.10	-392.89	-522.74	-304.60	1.00e-05	1.00e-02
2pg[e]	-1537.89	40.57	-1359.27	-1468.47	-1291.62	1.00e-05	1.00e-02
cholp[e]	-1048.42	100000.01	-467.73	-196497.44	195520.41	1.00e-05	1.00e-02
cyst_L[e]	-664.27	45.43	-38.87	-157.59	38.30	1.00e-05	1.00e-02
cyst_L[c]	-664.27	45.43	-55.45	-174.17	21.72	1.00e-05	1.00e-02
dcmp[e]	0.00	100000.00	535.85	-195493.84	196523.97	1.00e-05	1.00e-02
dmgly[e]	-321.39	29.64	80.71	-7.08	126.93	1.00e-05	1.00e-02
ethamp[e]	-1363.84	57735.03	-1051.44	-114241.79	112097.35	1.00e-05	1.00e-02
fum[e]	-624.56	49.83	-535.21	-662.56	-449.42	1.00e-05	1.00e-02
g3pc[e]	-1095.52	122474.49	-157.24	-240236.94	239880.88	1.00e-05	1.00e-02
icit[e]	-1206.77	73.84	-983.40	-1157.81	-850.55	1.00e-05	1.00e-02
L2aadp[e]	-698.98	25.51	-252.21	-331.90	-214.10	1.00e-05	1.00e-02
xan[e]	-123.79	15.46	54.74	-5.24	73.17	1.00e-05	1.00e-02
xmp[e]	-752.17	115470.06	-260.86	-226611.86	226048.58	1.00e-05	1.00e-02
xtsn[e]	-627.90	15.42	-91.74	-151.65	-73.40	1.00e-05	1.00e-02
3pg[e]	-1539.96	40.46	-1361.53	-1470.53	-1294.10	1.00e-05	1.00e-02
udpglcur[e]	-2661.79	115470.06	-1814.84	-228165.85	224494.60	1.00e-05	1.00e-02
glyc3p[e]	-1345.15	32.77	-1032.71	-1126.62	-980.37	1.00e-05	1.00e-02
nicrnt[e]	-1677.62	55.87	-1141.64	-1280.83	-1044.01	1.00e-05	1.00e-02
orot5p[e]	-1889.10	45.86	-1445.16	-1564.73	-1367.16	1.00e-05	1.00e-02
hcys_L[e]	-328.52	31.97	73.55	-18.79	124.33	1.00e-05	1.00e-02
retinal[e]	187.39	60.19	1438.43	1290.77	1544.53	1.00e-05	1.00e-02
argsuc[e]	-927.64	33.81	-168.18	-264.13	-113.79	1.00e-05	1.00e-02
acrn[e]	-664.52	100000.00	139.72	-195889.98	196127.85	1.00e-05	1.00e-02
pcrn[e]	-671.54	100000.01	177.38	-195852.32	196165.52	1.00e-05	1.00e-02
lneldccrn[e]	-396.56	100000.01	1614.04	-194415.68	197602.18	1.00e-05	1.00e-02
odecrn[e]	-474.78	100000.01	1625.18	-194404.53	197613.32	1.00e-05	1.00e-02
stcrn[e]	-553.00	100000.01	1636.32	-194393.39	197624.46	1.00e-05	1.00e-02
pmtcrn[e]	-562.33	100000.01	1448.27	-194581.44	197436.42	1.00e-05	1.00e-02
hdcecrn[e]	-490.59	100000.01	1430.65	-194599.06	197418.80	1.00e-05	1.00e-02
pcreat[e]	-254.50	100000.01	102.94	-195926.76	196091.08	1.00e-05	1.00e-02
HC00342[e]	-977.48	74.82	-843.47	-1019.81	-708.70	1.00e-05	1.00e-02
bgly[e]	-411.26	28.11	-54.31	-139.10	-11.08	1.00e-05	1.00e-02
15kprostgf2[c]	-590.98	48.65	757.28	632.23	840.76	1.00e-05	1.00e-02
adpoh[c]	-850.50	49.04	-502.57	-628.37	-418.33	1.00e-05	1.00e-02
phlac[c]	-379.77	26.99	11.66	-70.94	52.69	1.00e-05	1.00e-02
and19one[c]	-1477.80	250713.28	-347.00	-491774.71	491039.15	1.00e-05	1.00e-02
ttdceacoa[c]	0.00	100000.00	2423.73	-193605.96	198411.86	1.00e-05	1.00e-02
21hprgnlone[c]	-1528.98	250713.28	-137.23	-491564.94	491248.92	1.00e-05	1.00e-02
3mhis[c]	-150.87	19.02	327.09	260.12	352.50	1.00e-05	1.00e-02
hmcr[c]	-471.81	17.03	180.56	117.49	202.06	1.00e-05	1.00e-02
phacgly[c]	-235.54	100000.00	199.33	-195830.36	196187.46	1.00e-05	1.00e-02
pcholmyr_hs[e]	0.00	100000.00	2099.96	-193929.73	198088.09	1.00e-05	1.00e-02
pcholole_hs[e]	0.00	100000.00	2368.04	-193661.65	198356.17	1.00e-05	1.00e-02
peole_hs[e]	-1048.55	70710.69	1006.71	-137615.92	139587.79	1.00e-05	1.00e-02
pcholpalme_hs[e]	-1057.79	122474.50	1131.53	-238948.17	241169.66	1.00e-05	1.00e-02
pcholpalm_hs[e]	-1136.01	122474.49	1142.67	-238937.03	241180.80	1.00e-05	1.00e-02
pepalm_hs[e]	-1142.58	70710.69	823.33	-137799.30	139404.40	1.00e-05	1.00e-02
pail_hs[e]	0.00	100000.00	714.14	-195315.55	196702.26	1.00e-05	1.00e-02
pailpalm_hs[e]	-1237.04	100000.01	907.60	-195122.10	196895.75	1.00e-05	1.00e-02
pcholste_hs[e]	0.00	100000.00	2457.40	-193572.29	198445.53	1.00e-05	1.00e-02
peste_hs[e]	-1126.77	70710.69	1017.86	-137604.78	139598.93	1.00e-05	1.00e-02
pailste_hs[e]	-1221.23	100000.01	1102.13	-194927.58	197090.27	1.00e-05	1.00e-02
pchol2linl_hs[e]	-953.79	122474.50	1414.25	-238665.45	241452.39	1.00e-05	1.00e-02
pe2linl_hs[e]	-968.26	70710.69	997.65	-137624.99	139578.72	1.00e-05	1.00e-02
pchol2ole_hs[e]	-1039.91	122474.50	1328.13	-238751.57	241366.26	1.00e-05	1.00e-02
pchol2palm_hs[e]	-373.99	141421.36	1770.65	-275444.91	278944.64	1.00e-05	1.00e-02
pchol2ste_hs[e]	-1120.21	122474.50	1337.19	-238742.51	241375.33	1.00e-05	1.00e-02
xolest183_hs[e]	-994.35	250713.29	2311.97	-489115.76	493698.14	1.00e-05	1.00e-02
xolest181_hs[e]	-1150.79	250713.28	2334.25	-489093.47	493720.42	1.00e-05	1.00e-02
xolest205_hs[e]	-822.11	250713.29	2484.21	-488943.52	493870.39	1.00e-05	1.00e-02
xolest204_hs[e]	-900.33	250713.29	2495.35	-488932.38	493881.52	1.00e-05	1.00e-02
xolest226_hs[e]	-728.08	250713.29	2667.60	-488760.14	494053.77	1.00e-05	1.00e-02
pcholn15_hs[e]	-1143.91	122474.49	1045.41	-239034.29	241083.54	1.00e-05	1.00e-02
pcholar_hs[e]	-791.53	122474.50	1487.15	-238592.55	241525.30	1.00e-05	1.00e-02
pcholn183_hs[e]	-885.55	122474.50	1303.77	-238775.93	241341.91	1.00e-05	1.00e-02
pcholn1836_hs[e]	-885.55	122474.50	1303.77	-238775.93	241341.91	1.00e-05	1.00e-02
pcholn19_hs[e]	-1112.30	122474.50	1434.46	-238645.25	241472.59	1.00e-05	1.00e-02
pcholn201_hs[e]	-1026.18	122474.50	1520.58	-238559.13	241558.72	1.00e-05	1.00e-02
pcholn204_hs[e]	0.00	100000.00	2278.68	-193751.01	198266.81	1.00e-05	1.00e-02
pcholn205_hs[e]	-713.31	122474.50	1476.01	-238603.70	241514.16	1.00e-05	1.00e-02
pcholn224_hs[e]	-775.72	122474.50	1681.68	-238398.03	241719.82	1.00e-05	1.00e-02
pcholn225_hs[e]	-697.50	122474.50	1670.54	-238409.18	241708.69	1.00e-05	1.00e-02
pcholn2254_hs[e]	-697.50	122474.50	1670.54	-238409.18	241708.69	1.00e-05	1.00e-02
pcholn226_hs[e]	-619.28	122474.50	1659.40	-238420.32	241697.55	1.00e-05	1.00e-02
pear_hs[e]	-798.09	70710.69	1167.82	-137454.83	139748.90	1.00e-05	1.00e-02
pe203_hs[e]	-876.31	70710.69	1178.96	-137443.69	139760.04	1.00e-05	1.00e-02
pe226_hs[e]	0.00	100000.00	2055.28	-193974.41	198043.41	1.00e-05	1.00e-02
pe224_hs[e]	-782.29	70710.70	1362.34	-137260.31	139943.43	1.00e-05	1.00e-02
pedh203_hs[e]	-876.31	70710.69	1178.96	-137443.69	139760.04	1.00e-05	1.00e-02
pe12_hs[e]	-1174.19	70710.68	434.28	-138188.35	139015.35	1.00e-05	1.00e-02
pe14_hs[e]	-1158.38	70710.68	628.81	-137993.82	139209.87	1.00e-05	1.00e-02
pe161_hs[e]	-1064.36	70710.69	812.19	-137810.44	139393.26	1.00e-05	1.00e-02
pe13_hs[e]	-1166.29	70710.68	531.54	-138091.09	139112.61	1.00e-05	1.00e-02
pe15_hs[e]	-1148.41	70710.69	728.14	-137894.49	139309.21	1.00e-05	1.00e-02
pe17_hs[e]	-1134.68	70710.69	920.59	-137702.04	139501.66	1.00e-05	1.00e-02
pcholn203_hs[e]	-869.75	122474.50	1498.29	-238581.41	241536.44	1.00e-05	1.00e-02
pailar_hs[e]	-892.55	100000.01	1252.09	-194777.63	197240.24	1.00e-05	1.00e-02
pcholn24_hs[e]	0.00	100000.00	2993.56	-193036.13	198981.69	1.00e-05	1.00e-02
pcholn261_hs[e]	-978.77	122474.50	2104.15	-237975.56	242142.30	1.00e-05	1.00e-02
pcholn281_hs[e]	-962.96	122474.50	2298.68	-237781.04	242336.83	1.00e-05	1.00e-02
pcholn28_hs[e]	-1041.18	122474.50	2309.82	-237769.90	242347.97	1.00e-05	1.00e-02
pcholdoc_hs[e]	-587.68	122474.51	2048.45	-238031.28	242086.60	1.00e-05	1.00e-02
pcholeic_hs[e]	-947.96	122474.50	1509.44	-238570.27	241547.58	1.00e-05	1.00e-02
pcholet_hs[e]	-869.75	122474.50	1498.29	-238581.41	241536.44	1.00e-05	1.00e-02
pcholhep_hs[e]	0.00	100000.00	2368.04	-193661.65	198356.17	1.00e-05	1.00e-02
pchollinl_hs[e]	-963.77	122474.50	1314.91	-238764.79	241353.05	1.00e-05	1.00e-02
pelinl_hs[e]	-970.34	70710.69	995.57	-137627.06	139576.65	1.00e-05	1.00e-02
sphmyln18114_hs[c]	-840.12	122474.50	2465.19	-237614.52	242503.34	1.00e-05	1.00e-02
sphmyln18121_hs[c]	-784.80	122474.51	3129.40	-236950.32	243167.57	1.00e-05	1.00e-02
sphmyln181221_hs[c]	-698.68	122474.51	3215.52	-236864.20	243253.69	1.00e-05	1.00e-02
sphmyln18122_hs[c]	-776.90	122474.51	3224.29	-236855.44	243262.45	1.00e-05	1.00e-02
sphmyln18123_hs[c]	-769.00	122474.51	3319.18	-236760.55	243357.34	1.00e-05	1.00e-02
sphmyln180241_hs[c]	-761.10	122474.51	3414.06	-236665.67	243452.23	1.00e-05	1.00e-02
sphmyln1824_hs[c]	-839.32	122474.51	3422.83	-236656.91	243460.99	1.00e-05	1.00e-02
sphmyln1825_hs[c]	-831.41	122474.51	3517.71	-236562.02	243555.88	1.00e-05	1.00e-02
sphmyln18115_hs[c]	-832.22	122474.50	2560.08	-237519.64	242598.23	1.00e-05	1.00e-02
sphmyln181161_hs[c]	-746.10	122474.50	2646.20	-237433.52	242684.35	1.00e-05	1.00e-02
sphmyln18116_hs[c]	-824.32	122474.50	2654.97	-237424.75	242693.12	1.00e-05	1.00e-02
sphmyln18117_hs[c]	-816.41	122474.51	2749.85	-237329.86	242788.01	1.00e-05	1.00e-02
sphmyln18118_hs[c]	-808.51	122474.51	2844.74	-237234.98	242882.90	1.00e-05	1.00e-02
sphmyln181181_hs[c]	-730.29	122474.51	2835.97	-237243.75	242874.13	1.00e-05	1.00e-02
sphmyln181201_hs[c]	-714.49	122474.51	3025.75	-237053.97	243063.91	1.00e-05	1.00e-02
sphmyln18120_hs[c]	-792.71	122474.51	3034.52	-237045.21	243072.68	1.00e-05	1.00e-02
xolest183_hs[l]	-994.35	250713.29	1477.12	-489950.61	492863.28	1.00e-05	1.00e-02
xolest182_hs[l]	-1072.57	250713.29	1465.70	-489962.03	492851.86	1.00e-05	1.00e-02
tmndnc[l]	161.81	51.16	1129.86	999.90	1218.26	1.00e-05	1.00e-02
xolest205_hs[l]	-822.11	250713.29	1649.36	-489778.37	493035.53	1.00e-05	1.00e-02
crvnc[l]	255.83	57.55	1290.61	1148.13	1391.52	1.00e-05	1.00e-02
xolest226_hs[l]	-728.08	250713.29	1810.18	-489617.56	493196.36	1.00e-05	1.00e-02
maglinl_hs[e]	-352.82	32.40	1345.02	1251.81	1396.65	1.00e-05	1.00e-02
magole_hs[e]	-431.04	30.85	1356.16	1265.99	1404.76	1.00e-05	1.00e-02
magpalm_hs[e]	-525.07	27.41	1172.77	1089.37	1214.61	1.00e-05	1.00e-02
magste_hs[e]	-509.26	30.81	1367.30	1277.22	1415.82	1.00e-05	1.00e-02
magarachi_hs[e]	-180.58	41.62	1517.26	1405.99	1586.96	1.00e-05	1.00e-02
pcholmyr_hs[c]	0.00	100000.00	2044.15	-193985.54	198032.27	1.00e-05	1.00e-02
pcholole_hs[c]	0.00	100000.00	2305.10	-193724.59	198293.22	1.00e-05	1.00e-02
peole_hs[c]	-1048.55	70710.69	952.09	-137670.55	139533.16	1.00e-05	1.00e-02
pcholpalme_hs[c]	-1057.79	122474.50	1073.34	-239006.36	241111.47	1.00e-05	1.00e-02
pcholpalm_hs[c]	-1136.01	122474.49	1082.10	-238997.60	241120.24	1.00e-05	1.00e-02
pepalm_hs[c]	-1142.58	70710.69	771.08	-137851.55	139352.15	1.00e-05	1.00e-02
pailpalm_hs[c]	-1237.04	100000.01	850.60	-195179.11	196838.74	1.00e-05	1.00e-02
pcholste_hs[c]	0.00	100000.00	2392.09	-193637.60	198380.21	1.00e-05	1.00e-02
pchol2linl_hs[c]	-953.79	122474.50	1351.31	-238728.40	241389.45	1.00e-05	1.00e-02
pe2linl_hs[c]	-968.26	70710.69	945.40	-137677.24	139526.47	1.00e-05	1.00e-02
pchol2ole_hs[c]	-1039.91	122474.50	1265.19	-238814.51	241303.32	1.00e-05	1.00e-02
pchol2palm_hs[c]	-373.99	141421.36	1713.65	-275501.91	278887.64	1.00e-05	1.00e-02
pchol2ste_hs[c]	-1120.21	122474.50	1271.88	-238807.82	241310.01	1.00e-05	1.00e-02
pcholn15_hs[c]	-1143.91	122474.49	987.22	-239092.48	241025.35	1.00e-05	1.00e-02
pcholar_hs[c]	-791.53	122474.50	1426.59	-238653.12	241464.73	1.00e-05	1.00e-02
pcholn183_hs[c]	-885.55	122474.50	1245.58	-238834.12	241283.72	1.00e-05	1.00e-02
pcholn1836_hs[c]	-885.55	122474.50	1245.58	-238834.12	241283.72	1.00e-05	1.00e-02
pcholn19_hs[c]	-1112.30	122474.50	1366.77	-238712.94	241404.90	1.00e-05	1.00e-02
pcholn201_hs[c]	-1026.18	122474.50	1452.89	-238626.82	241491.03	1.00e-05	1.00e-02
pcholn204_hs[c]	0.00	100000.00	2218.12	-193811.57	198206.24	1.00e-05	1.00e-02
pcholn205_hs[c]	-713.31	122474.50	1417.82	-238661.89	241455.97	1.00e-05	1.00e-02
pcholn224_hs[c]	-775.72	122474.50	1616.36	-238463.35	241654.51	1.00e-05	1.00e-02
pcholn225_hs[c]	-697.50	122474.50	1607.60	-238472.12	241645.75	1.00e-05	1.00e-02
pcholn2254_hs[c]	-697.50	122474.50	1607.60	-238472.12	241645.75	1.00e-05	1.00e-02
pcholn226_hs[c]	-619.28	122474.50	1598.83	-238480.89	241636.98	1.00e-05	1.00e-02
pear_hs[c]	-798.09	70710.69	1115.57	-137507.08	139696.65	1.00e-05	1.00e-02
pe203_hs[c]	-876.31	70710.69	1124.33	-137498.31	139705.41	1.00e-05	1.00e-02
pe226_hs[c]	0.00	100000.00	2000.65	-194029.04	197988.78	1.00e-05	1.00e-02
pe224_hs[c]	-782.29	70710.70	1305.34	-137317.31	139886.43	1.00e-05	1.00e-02
pedh203_hs[c]	-876.31	70710.69	1124.33	-137498.31	139705.41	1.00e-05	1.00e-02
pe12_hs[c]	-1174.19	70710.68	391.53	-138231.09	138972.60	1.00e-05	1.00e-02
pe14_hs[c]	-1158.38	70710.68	581.31	-138041.32	139162.37	1.00e-05	1.00e-02
pe161_hs[c]	-1064.36	70710.69	762.32	-137860.32	139343.39	1.00e-05	1.00e-02
pe13_hs[c]	-1166.29	70710.68	486.42	-138136.21	139067.49	1.00e-05	1.00e-02
pe15_hs[c]	-1148.41	70710.69	678.27	-137944.36	139259.34	1.00e-05	1.00e-02
pe17_hs[c]	-1134.68	70710.69	865.97	-137756.66	139447.04	1.00e-05	1.00e-02
pcholn203_hs[c]	-869.75	122474.50	1435.35	-238644.35	241473.50	1.00e-05	1.00e-02
pailar_hs[c]	-892.55	100000.01	1195.09	-194834.63	197183.24	1.00e-05	1.00e-02
pcholn24_hs[c]	0.00	100000.00	2913.99	-193115.69	198902.12	1.00e-05	1.00e-02
pcholn261_hs[c]	-978.77	122474.50	2022.21	-238057.50	242060.36	1.00e-05	1.00e-02
pcholn281_hs[c]	-962.96	122474.50	2211.98	-237867.73	242250.13	1.00e-05	1.00e-02
pcholn28_hs[c]	-1041.18	122474.50	2220.75	-237858.96	242258.90	1.00e-05	1.00e-02
pcholdoc_hs[c]	-587.68	122474.51	1978.38	-238101.34	242016.54	1.00e-05	1.00e-02
pcholeic_hs[c]	-947.96	122474.50	1444.12	-238635.58	241482.26	1.00e-05	1.00e-02
pcholet_hs[c]	-869.75	122474.50	1435.35	-238644.35	241473.50	1.00e-05	1.00e-02
pcholhep_hs[c]	0.00	100000.00	2305.10	-193724.59	198293.22	1.00e-05	1.00e-02
pchollinl_hs[c]	-963.77	122474.50	1254.35	-238825.36	241292.48	1.00e-05	1.00e-02
pelinl_hs[c]	-970.34	70710.69	943.32	-137679.31	139524.40	1.00e-05	1.00e-02
eidi1114ac[c]	-72.85	41.67	1449.37	1338.01	1519.16	1.00e-05	1.00e-02
hxa[c]	-339.92	25.22	138.48	59.35	176.03	1.00e-05	1.00e-02
tetdeca511ac[c]	-120.27	34.51	880.05	782.72	935.81	1.00e-05	1.00e-02
glyc2p[c]	-1343.07	32.87	-1038.85	-1132.96	-986.31	1.00e-05	1.00e-02
aclys[c]	-531.13	13.00	164.41	109.25	178.01	1.00e-05	1.00e-02
hmcarn[c]	-356.96	21.73	338.03	265.75	368.75	1.00e-05	1.00e-02
4mtob[c]	-440.63	52.42	-136.18	-268.62	-45.31	1.00e-05	1.00e-02
3mtp[c]	-128.20	33.40	219.74	124.59	273.33	1.00e-05	1.00e-02
3mtp[e]	-128.20	33.40	229.24	134.09	282.83	1.00e-05	1.00e-02
elaidcrn[e]	-474.78	100000.01	1625.18	-194404.53	197613.32	1.00e-05	1.00e-02
lnlccrn[e]	-396.56	100000.01	1614.04	-194415.68	197602.18	1.00e-05	1.00e-02
phlac[e]	-379.77	26.99	22.35	-60.25	63.38	1.00e-05	1.00e-02
15HPET[e]	0.00	100000.00	1385.07	-194644.62	197373.20	1.00e-05	1.00e-02
15kprostgf2[e]	-590.98	48.65	794.09	669.05	877.57	1.00e-05	1.00e-02
21hprgnlone[e]	-1528.98	250713.28	-99.22	-491526.94	491286.92	1.00e-05	1.00e-02
2oxoadp[e]	-818.59	50.10	-550.51	-678.39	-464.20	1.00e-05	1.00e-02
34hpl[c]	-206.63	57735.03	184.78	-113005.57	113333.56	1.00e-05	1.00e-02
34hpl[e]	-206.63	57735.03	195.46	-112994.89	113344.24	1.00e-05	1.00e-02
3hmp[c]	-517.18	24.50	-212.73	-290.45	-176.59	1.00e-05	1.00e-02
3hmp[e]	-517.18	24.50	-204.42	-282.13	-168.27	1.00e-05	1.00e-02
3hpppnohgluc[c]	0.00	100000.00	692.92	-195336.77	196681.04	1.00e-05	1.00e-02
3hpppnohgluc[e]	0.00	100000.00	711.92	-195317.77	196700.04	1.00e-05	1.00e-02
3hpppn[c]	-43.10	57735.03	348.30	-112842.04	113497.09	1.00e-05	1.00e-02
3hpppnoh[c]	0.00	100000.00	390.69	-195639.00	196378.82	1.00e-05	1.00e-02
3hpp[e]	-515.87	24.28	-292.47	-369.75	-256.76	1.00e-05	1.00e-02
3mhis[e]	-150.87	19.02	340.29	273.31	365.70	1.00e-05	1.00e-02
3moxtyr[e]	-272.10	100000.00	353.39	-195676.30	196341.52	1.00e-05	1.00e-02
3uib[e]	-484.82	27.65	-82.71	-166.59	-40.38	1.00e-05	1.00e-02
4aabutn[e]	-367.12	100000.00	79.25	-195950.44	196067.37	1.00e-05	1.00e-02
4tmeabutn[e]	-351.95	100000.00	362.93	-195666.77	196351.06	1.00e-05	1.00e-02
56dthm[e]	-248.08	23.93	109.31	32.71	144.34	1.00e-05	1.00e-02
56dura[e]	-239.76	23.21	28.30	-46.87	61.91	1.00e-05	1.00e-02
5aop[e]	-482.23	7.07	-81.39	-124.94	-79.40	1.00e-05	1.00e-02
5HPET[e]	0.00	100000.00	1385.08	-194644.61	197373.20	1.00e-05	1.00e-02
7dhchsterol[e]	-1193.57	250713.28	772.35	-490655.38	492158.51	1.00e-05	1.00e-02
abt_D[e]	-795.82	7.19	-259.66	-303.45	-257.44	1.00e-05	1.00e-02
